id	path	line	end	name	signature	kind	va	body_sha256	status	casts	unions	gotos	address	owner	outside	varargs	reuse	stack	bounds	note
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::ShowInfo(i32 viewOnly,i32)#1	src/SOURCE/X_CAMPGN.cpp	507	580	ExpCampaign::ShowInfo	(i32 viewOnly,i32)	cpp	0x004b3aba	7f5b2ac41f5690b054aa1ec20e6d1245a10533f5e392bbdcf12e542dfe75b6c5	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Actual dialog owner and message record; S71 both overwritten pointer stores retained. Dynamic track icons enumerate0..mapCount-1 in real4x8x2 coordinates. Saves/restores interface theme, deletes window without nulling m_window, then optional restart uses InitMap. Live resource/dialog lifecycle and map/count validity required. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full843 retail bytes; existing EH/FS gaps, ordinary targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::UpdateInfo(i32 redraw)#1	src/SOURCE/X_CAMPGN.cpp	583	841	ExpCampaign::UpdateInfo	(i32 redraw)	cpp	0x004b3e05	ef819440f48dff8096438712601d3edc1fe2e16df79ff3a6dab7c9c094c6e71d	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: R28 map/award/bonus reuse and S71 army-name52 retained after matrices. Actual catalogs prove description256/768, all11 awards plus newlines146/768 and creature names22/52. Real tagged bonus records and live dialog required. Alignment names are passed as formats; current six literals have no percent directives, not a guarantee for replacements. Unknown bonus tag has no default and can leave prior gText. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full2109 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::HandleVictory(void)#1	src/SOURCE/X_CAMPGN.cpp	844	882	ExpCampaign::HandleVictory	(void)	cpp	0x004b4642	b79e37ec4ce3b8fe41686e8d33b9a60673c0e9ab1c46c0faa0d013677fbdc0ff	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	open	Days read only if current>-1, then marks played and clears mapCount choice bytes. Dispatches real campaign transition, exits if complete, otherwise initializes available maps' days and chooses first available before ShowInfo. Map enum conversion remains real. Corrupt count can overrun memset; missing next choice leaves current=-1. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full305 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::HandleVictory1(void)#1	src/SOURCE/X_CAMPGN.cpp	885	933	ExpCampaign::HandleVictory1	(void)	cpp	0x004b4773	988d7139f111d22ab723b97e3f6c37411ce8298421fd294f08891c17b782ad91	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Fixed PoL transition/movie cases and bounded map/award constants. Alternative branches and final Anduran/Kraeger awards retained, including clearing helmet/breastplate on battle-garb award. Media result ignored; unknown switch value changes nothing. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full325 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::HandleVictory2(void)#1	src/SOURCE/X_CAMPGN.cpp	936	980	ExpCampaign::HandleVictory2	(void)	cpp	0x004b48b8	2d2df857f390fa702f18ec3fce3fb9aa18602c771697a5e73c2d7a742724711d	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Fixed Descendants branching/reunion, sibling awards, scepter/elven alternatives and final map. All written indices constants within8/11; unknown switch value no-op, media lifecycle required. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full294 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::HandleVictory3(void)#1	src/SOURCE/X_CAMPGN.cpp	983	1008	ExpCampaign::HandleVictory3	(void)	cpp	0x004b49de	13ebb2a08e39c7ecbc502cc98bac9e504ce16341c99d2041ba34709cf23293ad	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Fixed four-map Wizard progression, optional Powers End, guardian/negation awards. Constant accesses bounded; ignored movie result and unknown-state no-op retained. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full168 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::HandleVictory4(void)#1	src/SOURCE/X_CAMPGN.cpp	1011	1033	ExpCampaign::HandleVictory4	(void)	cpp	0x004b4a86	c373f57e12a2282bcf9ef387e5d0ae3d5e283c33bab56fa8033d24d62b7cd1b3	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Fixed Voyage progression and two alternative endings. No awards written; constant map accesses bounded, movie failure/unknown state not repaired. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full147 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::ReplaySmacker(void)#1	src/SOURCE/X_CAMPGN.cpp	1036	1052	ExpCampaign::ReplaySmacker	(void)	cpp	0x004b4b19	bb08a7755fa53b93e07cc815b973abde330da2c12c3599d1f4a9a50f2c284306	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Dispatches four replay helpers and always sets window-manager updateFlags=1, including unknown campaign. No local storage or fabricated dispatch aggregate. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full103 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::ReplaySmacker1(void)#1	src/SOURCE/X_CAMPGN.cpp	1055	1085	ExpCampaign::ReplaySmacker1	(void)	cpp	0x004b4b80	6ddcc65f3d233c54248dd5f77073bbbbe39bc13bbd49cb3e9775aaf67253b69f	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Eight fixed view-map cases replay preceding PoL chapter. Final replay depends on fixed played[BetrayalsEnd] flag. No unchecked variable-index lookup in this body; movie/global lifecycle required. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full204 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::ReplaySmacker2(void)#1	src/SOURCE/X_CAMPGN.cpp	1088	1115	ExpCampaign::ReplaySmacker2	(void)	cpp	0x004b4c4c	8271669e63ca3fc597d248d526730e6ac1c6fb8a1df76b0f2baf6cd60d1d8db7	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Eight fixed Descendants replay cases; paired routes share predecessor movie. No dynamic table indexing, casts or local buffers. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full176 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::ReplaySmacker3(void)#1	src/SOURCE/X_CAMPGN.cpp	1118	1136	ExpCampaign::ReplaySmacker3	(void)	cpp	0x004b4cfc	cbf26e769ff161b7b5c2e29bc13a0fa160718c762446640531d34db44470faa7	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Four fixed Wizard replay cases; last chooses movie via fixed PowersEnd played flag. Unknown view map no-op; valid flag/media owner required. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full136 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::ReplaySmacker4(void)#1	src/SOURCE/X_CAMPGN.cpp	1139	1153	ExpCampaign::ReplaySmacker4	(void)	cpp	0x004b4d84	933d4ffa2f55f6bc70665902b530ee2adb3c78f770ba34a722547f0bb72aa14a	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Four fixed Voyage cases, last two share Pirate Isles movie. Last case naturally exits switch; no goto needed or present. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full112 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::IsCompleted(void)#1	src/SOURCE/X_CAMPGN.cpp	1156	1163	ExpCampaign::IsCompleted	(void)	cpp	0x004b4df4	1185f47b160aa884c76162a8d6a289d406da39e164eb845b051cf849b365ca46	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	First reads played[mapCount-1], then Voyage's constant alternate-ending flag. Count must be1..8; count0 or corrupt negative not guarded. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full60 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::IsThisMapCompleted(void)#1	src/SOURCE/X_CAMPGN.cpp	1166	1170	ExpCampaign::IsThisMapCompleted	(void)	cpp	0x004b4e30	37662f5597088cc23fa1cfcf2358f02af6919460237e24a4dfeed572fcf6ec97	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Unchecked played[current] read then normalized boolean return; current=-1 after initialization is not valid here. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full36 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::MessageHandler(struct tag_message & message)#1	src/SOURCE/X_CAMPGN.cpp	1173	1262	ExpCampaign::MessageHandler	(struct tag_message & message)	cpp	0x004b4e54	c3b14a19afb0fac518399dbcc9aaeb0de85d79ccc8e6632f44b68c2dd1188259	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Real message command/ID union. Track cases map0..11 exceed actual arrays8; debug short-circuits flag reads but still assigns view and calls UpdateInfo. Normal dynamic icon creation is only0..mapCount-1; no invalid-widget runtime execution or resource-level reachability claimed. Three bonus IDs bound only choice index, not view map. Timeout overwrites type before reading existing ID. Accept intentionally falls through close path; invalid choice breaks after dialog. Map and close-command domain conversions retained. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full686 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::Autosave(void)#1	src/SOURCE/X_CAMPGN.cpp	1265	1276	ExpCampaign::Autosave	(void)	cpp	0x004b5102	c51d1417b3343eb3437239cf9d1f4a775900bd12e70fc05c090bb711f4b212a8	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Only current!=-1 guard, then marks played before save and formats fixed short name plus map in gText. Valid ordinary names fit; campaign/current range and file result remain unchecked. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full95 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::Choose(void)#1	src/SOURCE/X_CAMPGN.cpp	1279	1282	ExpCampaign::Choose	(void)	cpp	0x004b5161	cf2572fdd9481f743f0d092ac8ba7a6e15ed1051db82d111a63cd7ca7c994e20	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Calls movie67 and returns xLastChoice without checking result. PlaySmacker resets choice=-1 before immediate no-CD return; SetupGame passes Choose directly to InitNewCampaign. Thus a concrete invalid-choice failure path exists in source, not merely stale initialized choice. No runtime exploit claimed or behavioral guard inserted. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full26 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::Days(void)#1	src/SOURCE/X_CAMPGN.cpp	1285	1289	ExpCampaign::Days	(void)	cpp	0x004b517b	dc16c58a568e26ca76f66b16b5e7c0c0c57f8aa2b743d46addf41874fcd0aeee	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Reads days[current], adds month/week/day arithmetic then narrows to signed16-bit return. Valid current/calendar required; no range or overflow check. Map days carry previous elapsed total. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full88 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::CampaignID(void)#1	src/SOURCE/X_CAMPGN.cpp	1292	1294	ExpCampaign::CampaignID	(void)	cpp	0x004b51d3	acd8c301789150d67b9cedf62cdfac59c81f3a9f19410ffeae59e91e2060f34e	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Returns stored enum's numeric representation; not validation of stored campaign ID. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full16 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::JosephName(void)#1	src/SOURCE/X_CAMPGN.cpp	1297	1301	ExpCampaign::JosephName	(void)	cpp	0x004b51e3	6684ce6647119df840c10937faf93521b632c9afddb9ab6b933874a5d833b6b5	reviewed	absent	absent	absent	absent	absent	applied	absent	absent	absent	open	O08 actual six-entry name owner applied; map<4 uses entry0, valid map4..7 uses entries0..3. Old access was beyond four-entry stable-text owner. Same40 retail bytes/sites/targets; arbitrary oversized current still invalid. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full40 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::IvanName(void)#1	src/SOURCE/X_CAMPGN.cpp	1304	1308	ExpCampaign::IvanName	(void)	cpp	0x004b520b	b642fc8c1c72557b94ad080bc84070334a61ec76fe54716728c912bfa0289505	reviewed	absent	absent	absent	absent	absent	applied	absent	absent	absent	open	O08 actual six-entry Ivan owner applied with map-4; removes stable-array map+6 overreach and obsolete offset constant. Same40 retail bytes/sites/targets; arbitrary oversized current still invalid. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full40 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::IsSpecialGoldenBow(i32 x,i32 y)#1	src/SOURCE/X_CAMPGN.cpp	1311	1317	ExpCampaign::IsSpecialGoldenBow	(i32 x,i32 y)	cpp	0x004b5233	6f400e56303f039b778922a890f58c5d6261fe87f7314e86a85db2457c55b66b	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Pure campaign/map and coordinate equality tests for Descendants/Elven Lands at5,0. No indexing or storage bounds issue. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full48 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::IsSpecialUA(void)#1	src/SOURCE/X_CAMPGN.cpp	1320	1325	ExpCampaign::IsSpecialUA	(void)	cpp	0x004b5263	423915f8bda9b512b5a88ad05932bc4c0d6ec5fb6d5f0b6bbdacf132ed01432a	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Pure campaign/map equality for Wizard/Powers End; no indexing or storage bounds issue. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full34 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::IsSpecialLossCondition(i32 playerIndex)#1	src/SOURCE/X_CAMPGN.cpp	1328	1336	ExpCampaign::IsSpecialLossCondition	(i32 playerIndex)	cpp	0x004b5285	f4c193b078118b4796895241317312897cd148973a4cc48f63bffe05d478bc67	reviewed	absent	absent	absent	absent	absent	open	absent	absent	absent	open	Forms players[playerIndex] before player0/campaign/map guard, so valid player0..5 is a pointer-formation precondition. CheckEndGame's caller enumerates actual playerCount slots; count validity remains inherited. Only main-player Abyss heroCount==0 triggers loss. No executed invalid-pointer claim. No source goto, manual argument-slot varargs or enclosing-owner recovery. Full80 retail bytes; all sites/ordered targets pass. C78/O08/S71/R28/B93 full report; all98 native objects equal except exactly two verified name-owner/addend rewrites.
src/SOURCE/comwin.cpp:add_node(struct tag_Anchor * anchor,struct tag_Node * node)#1	src/SOURCE/comwin.cpp	44	55	add_node	(struct tag_Anchor * anchor,struct tag_Node * node)	cpp	0x00432760	0991718304d1638a032669006eb1ede91aaabb440ff786ade493c5fbfa1a8224	reviewed	absent	retain	absent	absent	absent	absent	absent	absent	absent	retain	Real intrusive prev/next links in tag_Node; initializes appended links and head/tail. Com/network payload union is not touched or converted here. Caller supplies owned node/anchor.
src/SOURCE/comwin.cpp:pop_node(struct tag_Anchor * anchor)#1	src/SOURCE/comwin.cpp	58	65	pop_node	(struct tag_Anchor * anchor)	cpp	0x004327bf	8f240ce7676179ac09abda222a09af8e419c249c6cc37e851e6fd04a0264705a	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	retain	Returns current head, advances actual next and clears tail only on empty. New head.prev is not cleared; current queue consumers never traverse it, so this is semantic link behavior, not member-owner arithmetic.
src/SOURCE/comwin.cpp:init_anchor(struct tag_Anchor * anchor,i32,i32)#1	src/SOURCE/comwin.cpp	68	71	init_anchor	(struct tag_Anchor * anchor,i32,i32)	cpp	0x004327fa	8efd8fbb029a1cae29377dd6cc0492397b46b4c6c1d88b5968adb112f6e3db98	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Initializes two actual anchor pointers. Unread ABI parameters remain part of external call contract, not artificial stack locals.
src/SOURCE/comwin.cpp:ShutdownComError(char * function)#1	src/SOURCE/comwin.cpp	74	146	ShutdownComError	(char * function)	cpp	0x0043281f	fb3dba70b64b321b7d036fbda6da93172fa9b2efc68574f189b4e992451491c3	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	retain	Genuine-retail six error templates total406 bytes with six placeholder bytes. Known callers' function text<=35, error-name literals<=26, signed32 error digits<=11 give<=473 bytes including NUL in message500; errorName100 fits. All callers enumerated in comwin.
src/SOURCE/comwin.cpp:com_init(u8 portNumber,ComBaudRate baudRate,i32 useDtr)#1	src/SOURCE/comwin.cpp	149	231	com_init	(u8 portNumber,ComBaudRate baudRate,i32 useDtr)	cpp	0x00432ba2	181ee0019351affb3a6bf3d38ba4c1fc25b6e5fdb1e0eefd17669b44dc8cdb7e	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	open	open	S23 unused err and ComPortState interior gaps. Real DCB/COMMTIMEOUTS output records retained. Local slot search bounds0..1, u8 port produces COMddd within12, explicit i16 return preserves ABI. B39 reset-of-all-handles/resource lifecycle and unchecked GetCommState results remain API behavior.
src/SOURCE/comwin.cpp:com_term(i16 portIndex)#1	src/SOURCE/comwin.cpp	234	245	com_term	(i16 portIndex)	cpp	0x00432e9e	3a2e22b3e19e4b7f064565a4b47dba6e950c400455e966ea2e1a87477c72d544	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Only project caller passes port0; saved DCB/timeouts are real owned records and both actual queues are drained. No owner recovery from a member address.
src/SOURCE/comwin.cpp:com_rcv(i16 portIndex,u16 requested,void * buffer)#1	src/SOURCE/comwin.cpp	248	274	com_rcv	(i16 portIndex,u16 requested,void * buffer)	cpp	0x00432f87	a0f8bdb3c903e13cccc6584ccae461319e573982b61830535da4d493af95957b	reviewed	applied	absent	absent	absent	absent	absent	absent	absent	applied	retain	C15 applied: DWORD bytesRead with &bytesRead replaces i16[2]+LPDWORD reinterpretation; explicit i16 return preserves low-word ABI. Only caller com_rcv(0,1,&u8) proves destination capacity. Full14 native funcs/sections equal;193 retail bytes and9 ordered targets exact.
src/SOURCE/comwin.cpp:com_snd(i16 portIndex,u16,u16 length,void * data,i32 priority)#1	src/SOURCE/comwin.cpp	277	306	com_snd	(i16 portIndex,u16,u16 length,void * data,i32 priority)	cpp	0x00433048	4c4e172715418b152d1cf8b909b23b25ee9e34b33ad13da9e4438311db6f3029	reviewed	retain	retain	absent	retain	absent	open	absent	absent	absent	open	Typed allocator conversion is necessary. Serial comData starts at real node offset10, while NetBIOS uses session+data at10/11, a meaningful protocol union. B40 variable-sized1-element tail copies beyond declared subarray but within allocated length+10; allocation/object representation needs explicit flexible-tail modeling, not buffer enlargement.
src/SOURCE/comwin.cpp:com_sess(i32,i32,...)#1	src/SOURCE/comwin.cpp	309	311	com_sess	(i32,i32,...)	cpp	0x00433164	b6d29f4b96ae406f912b75fcb8e49b4fcada1e93836221740a1698a31763b068	reviewed	absent	absent	absent	absent	absent	absent	retain	absent	absent	absent	Variadic compatibility stub returns0 without reading any argument; no manual stack walk or va_start/va_end obligation is introduced.
src/SOURCE/comwin.cpp:com_stat(i16 portIndex,u16)#1	src/SOURCE/comwin.cpp	314	321	com_stat	(i16 portIndex,u16)	cpp	0x0043316c	8f5c1c9e4d3decbfd5c5feac95b22c0edaaa97927da899731300a11f205bcc51	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Real DWORD GetCommModemStatus output and success guard; no project caller found, so generic signed portIndex0..1 remains B39 API precondition rather than a proven caller domain.
src/SOURCE/comwin.cpp:comm_wrt_task(void)#1	src/SOURCE/comwin.cpp	324	354	comm_wrt_task	(void)	cpp	0x004331c7	b57afe15197c47e4f2614294d7e830f8521b45d49c6d9d147d88d209c0cf760d	reviewed	absent	retain	absent	retain	absent	open	absent	absent	absent	open	Real first-port owner and priority/normal queues. Payload cursor totalWritten bounded by node.len under successful Win32 write contract; B40 declared1-byte flexible tail and B39 zero-byte-success/API failure lifecycle remain. Callback result/total are related I/O state.
src/SOURCE/dpnetwin.cpp:dpEnumServiceProvider(struct _GUID * guid,char * name,DWORD,DWORD,void *)#1	src/SOURCE/dpnetwin.cpp	30	39	dpEnumServiceProvider	(struct _GUID * guid,char * name,DWORD,DWORD,void *)	cpp	0x00436770	8aa731eacff2960f3cc3206a59737dc2c3e939756865ca097d9609ce343c1abf	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Address-to-i32 cast is an intentional 32-bit diagnostic value, not pointer arithmetic. B42: callback name is modified in place and the borrowed GUID pointer is retained after enumeration; SDK lifetime/mutability contract still needs proof.
src/SOURCE/dpnetwin.cpp:dpEnumSession(DPSESSIONDESC * session,void *,LPDWORD,DWORD flags)#1	src/SOURCE/dpnetwin.cpp	42	50	dpEnumSession	(DPSESSIONDESC * session,void *,LPDWORD,DWORD flags)	cpp	0x004367f1	8011cfc5256dfea9ee81a0565a9dce0dea68d2dc7d3727c4669462b65c43d09a	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: B42: callback appends lSessions[iMaxSession] without checking its ten-element capacity. Session enumeration is not bounded by the six-player session limit. DWORD session identifier logging preserves the ABI bit pattern.
src/SOURCE/dpnetwin.cpp:dpnet_init(void)#1	src/SOURCE/dpnetwin.cpp	53	142	dpnet_init	(void)	cpp	0x00436866	1ef9642358ff51b734ff72854b22848c813154d6b3b4db84dc6e0a089d67ba0b	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Real 26-byte startup record and two 200-element heap tables; memset sizes cover their owners. GetProcAddress function-pointer conversions and allocation casts are native boundaries. B42: guest count/startup map indices and retained provider GUID lifetime need proof; fixed dialog strings plus one integer fit gText[768]. C07 follow-up: both startup fields recovered as i8 and both intervening u8 store casts removed after complete four-arm matrix; full native/retail and both-dialect proof in C07.md. Other API and enum conversions retain their earlier individual boundaries.
src/SOURCE/dpnetwin.cpp:CleanupDPVars(void)#1	src/SOURCE/dpnetwin.cpp	145	165	CleanupDPVars	(void)	cpp	0x00436b25	e9cbd304e66b64907f24f81e309acb51090c40ea0a771bf443d650c20edbf17e	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	open	absent	Reset scalars/pointers are actual transport state, not a synthetic aggregate. S27: iGUIDCount has no non-reset use; investigate removal of its reconstructed storage without inventing replacement padding.
src/SOURCE/dpnetwin.cpp:dpnet_term(void)#1	src/SOURCE/dpnetwin.cpp	168	184	dpnet_term	(void)	cpp	0x00436be8	4ca8eac46c2bd952c14d3a48f60c19662f3fb839bd71283ced621a502d8f990d	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: B42: full237-byte retail/target proof confirms EBP-104 drain destination and nominal capacity100. dpnet_rcv ignores capacity; ordinary receive limit256 permits copying beyond104-byte caller object/frame boundary. Not a reconstruction-only extra-four-byte deletion or grounds for silent behavioral fix. API shutdown lifecycle also remains a caller contract.
src/SOURCE/dpnetwin.cpp:dpSendMessage(i32 destination,NetworkPacketType type,u16 size,void * data)#1	src/SOURCE/dpnetwin.cpp	187	205	dpSendMessage	(i32 destination,NetworkPacketType type,u16 size,void * data)	cpp	0x00436cd5	18b6d0b186a02b1e252af2d34f48e5b2cab0cadeda39f0dc5b2a58263fb17c79	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	open	Allocates exactly u16 payload length plus its one-byte tag; tag, memcpy and Send lengths agree. Allocation/packet-tag casts are real boundaries. B42: payload source extent and DirectPlay size ceiling are caller contracts; zero-length calls do not read data.
src/SOURCE/dpnetwin.cpp:dpnet_snd(i32 position,i32 size,void * data)#1	src/SOURCE/dpnetwin.cpp	208	213	dpnet_snd	(i32 position,i32 size,void * data)	cpp	0x00436da4	bf4e7c90853167030d6d08914bc29aa24e492979a8175d8cf0136aadcd5247b7	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	open	B42/B41: position must be broadcast127 or a valid six-entry player mapping index; signed size narrows to u16 at the actual transport boundary. Negative/large sizes and source extent need caller proof.
src/SOURCE/dpnetwin.cpp:dpnet_rcv(i16,u16,void * data)#1	src/SOURCE/dpnetwin.cpp	216	227	dpnet_rcv	(i16,u16,void * data)	cpp	0x00436dec	2e1bd7b7e850ddf4d761a1781c62a5fde0472238653715a43fa6ba17a00405ce	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	open	B20: full retail bytes and all ordered targets confirm queued size bytes copied from a size-1 allocation. Destination capacity is ignored; B42 termination caller supplies only104 bytes. Queue index wraps modulo200, but full/empty collision handling remains unresolved.
src/SOURCE/dpnetwin.cpp:dpnet_stat(i16,u16)#1	src/SOURCE/dpnetwin.cpp	230	232	dpnet_stat	(i16,u16)	cpp	0x00436e7f	87567be399f387909ccd71462ea60423e78a28aa0879f54c74a7d2429b7bf79a	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Constant-return compatibility stub; it neither indexes nor reads the unused transport parameters.
src/SOURCE/dpnetwin.cpp:dpnet_sess(i32,i32,...)#1	src/SOURCE/dpnetwin.cpp	235	237	dpnet_sess	(i32,i32,...)	cpp	0x00436e93	758b25deb06e369fe1e72cba05baea2835c52b52e9ec01b75fdedc6b36a039f9	reviewed	absent	absent	absent	absent	absent	absent	retain	absent	absent	absent	Variadic compatibility stub returns zero without reading argument slots. The ellipsis is an interface signature, not manual varargs access.
