source_file	source_enum	source_line	starting_members	retained_members	reused_or_moved_members	reason	members
src/SOURCE/KB.cpp	HighScoreInputConstant	276	2	2	0	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""HIGH_SCORE_INPUT_NAME_SIZE"",""retail"":20,""strict"":20},{""name"":""HIGH_SCORE_LAST_SHIFT_SOURCE"",""retail"":8,""strict"":8}]"
src/SOURCE/KB.cpp	NormalDialogDrawRange	289	2	2	0	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""NORMAL_DIALOG_FOREGROUND_WIDGET_LIMIT"",""retail"":36864,""strict"":36864},{""name"":""NORMAL_DIALOG_BACKGROUND_WIDGET_LAST_ID"",""retail"":-256,""strict"":-256}]"
src/SOURCE/KB.cpp	FileErrorConstant	3297	1	1	0	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""FILE_ERROR_BUFFER_SIZE"",""retail"":500,""strict"":500}]"
src/SOURCE/KB.cpp	SmackFadeConstant	3317	9	4	5	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""SMACK_FADE_FIRST_COLOR"",""retail"":10,""strict"":10},{""name"":""SMACK_FADE_COLOR_LIMIT"",""retail"":246,""strict"":246},{""name"":""SMACK_FADE_MATCH_COLOR_LIMIT"",""retail"":36,""strict"":36},{""name"":""SMACK_FADE_DISTANCE_SENTINEL"",""retail"":999,""strict"":999},{""name"":""SMACK_FADE_SCREEN_WIDTH"",""retail"":640,""strict"":640,""target"":{""file"":""include/BASE/display.h"",""enum"":""LogicalScreenConstant"",""name"":""LOGICAL_SCREEN_WIDTH""},""reason"":""Same fixed logical framebuffer dimension or inclusive framebuffer bound.""},{""name"":""SMACK_FADE_SCREEN_HEIGHT"",""retail"":480,""strict"":480,""target"":{""file"":""include/BASE/display.h"",""enum"":""LogicalScreenConstant"",""name"":""LOGICAL_SCREEN_HEIGHT""},""reason"":""Same fixed logical framebuffer dimension or inclusive framebuffer bound.""},{""name"":""SMACK_FADE_BLUE_COMPONENT"",""retail"":2,""strict"":2,""target"":{""file"":""include/BASE/palette.h"",""enum"":""PaletteChannel"",""name"":""PALETTE_CHANNEL_BLUE""},""reason"":""Same RGB palette representation: three channels, 256 colors and six-bit channel levels.""},{""name"":""SMACK_FADE_GREEN_COMPONENT"",""retail"":1,""strict"":1,""target"":{""file"":""include/BASE/palette.h"",""enum"":""PaletteChannel"",""name"":""PALETTE_CHANNEL_GREEN""},""reason"":""Same RGB palette representation: three channels, 256 colors and six-bit channel levels.""},{""name"":""SMACK_FADE_RED_COMPONENT"",""retail"":0,""strict"":0,""target"":{""file"":""include/BASE/palette.h"",""enum"":""PaletteChannel"",""name"":""PALETTE_CHANNEL_RED""},""reason"":""Same RGB palette representation: three channels, 256 colors and six-bit channel levels.""}]"
src/SOURCE/KB.cpp	SamplePlaybackConstant	3475	2	2	0	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""SAMPLE_PLAYBACK_CHANNEL_GROUP"",""retail"":2,""strict"":2},{""name"":""SAMPLE_DEFAULT_WAIT_TIME"",""retail"":4000,""strict"":4000}]"
src/SOURCE/KB.cpp	MemoryErrorConstant	3509	1	1	0	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""MEMORY_ERROR_REQUEST_SIZE"",""retail"":6400,""strict"":6400}]"
src/SOURCE/KB.cpp	MapAreaConstant	3974	2	2	0	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""MAP_AREA_ORIGIN"",""retail"":16,""strict"":16},{""name"":""MAP_AREA_LIMIT"",""retail"":448,""strict"":448}]"
src/SOURCE/KB.cpp	DynamicWindowConstant	3984	22	22	0	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""DYNAMIC_WINDOW_STONE"",""retail"":0,""strict"":0},{""name"":""TILE_SIZE"",""retail"":48,""strict"":48},{""name"":""WINDOW_PADDING"",""retail"":48,""strict"":48},{""name"":""CONTENT_LEFT"",""retail"":32,""strict"":32},{""name"":""CONTENT_TOP"",""retail"":16,""strict"":16},{""name"":""CORNER_SIZE"",""retail"":72,""strict"":72},{""name"":""CORNER_LEFT"",""retail"":40,""strict"":40},{""name"":""CORNER_RIGHT"",""retail"":23,""strict"":23},{""name"":""EDGE_OFFSET"",""retail"":24,""strict"":24},{""name"":""CORNER_FRAME_TOP_LEFT"",""retail"":0,""strict"":0},{""name"":""CORNER_FRAME_TOP_RIGHT"",""retail"":1,""strict"":1},{""name"":""CORNER_FRAME_BOTTOM_RIGHT"",""retail"":2,""strict"":2},{""name"":""CORNER_FRAME_BOTTOM_LEFT"",""retail"":3,""strict"":3},{""name"":""BACKGROUND_FRAME"",""retail"":12,""strict"":12},{""name"":""TOP_FRAME_FIRST"",""retail"":4,""strict"":4},{""name"":""TOP_FRAME_LAST"",""retail"":5,""strict"":5},{""name"":""RIGHT_FRAME_FIRST"",""retail"":6,""strict"":6},{""name"":""RIGHT_FRAME_LAST"",""retail"":7,""strict"":7},{""name"":""BOTTOM_FRAME_FIRST"",""retail"":8,""strict"":8},{""name"":""BOTTOM_FRAME_LAST"",""retail"":9,""strict"":9},{""name"":""LEFT_FRAME_FIRST"",""retail"":10,""strict"":10},{""name"":""LEFT_FRAME_LAST"",""retail"":11,""strict"":11}]"
src/SOURCE/KB.cpp	PlayerExitNetPosition	4303	2	2	0	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""PLAYER_EXIT_HOST_NET_POSITION"",""retail"":0,""strict"":0},{""name"":""PLAYER_EXIT_FIRST_GUEST_NET_POSITION"",""retail"":1,""strict"":1}]"
src/SOURCE/KB.cpp	PlayerExitLocalConstant	4308	5	5	0	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""PLAYER_EXIT_DIRECT_PLAYER_COUNT"",""retail"":2,""strict"":2},{""name"":""PLAYER_EXIT_MESSAGE_LENGTH"",""retail"":500,""strict"":500},{""name"":""PLAYER_EXIT_TRANSMIT_DELAY"",""retail"":500,""strict"":500},{""name"":""PLAYER_EXIT_MESSAGE_TIME"",""retail"":5000,""strict"":5000},{""name"":""PLAYER_EXIT_HEARTBEAT_DISABLED"",""retail"":199999999,""strict"":199999999}]"
src/SOURCE/KB.cpp	CheckMemoryConstant	4563	3	3	0	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""CHECK_MEMORY_INITIAL_AVAILABLE_KB"",""retail"":5,""strict"":5},{""name"":""CHECK_MEMORY_TOTAL_KB"",""retail"":16000,""strict"":16000},{""name"":""CHECK_MEMORY_AVAILABLE_KB"",""retail"":8000,""strict"":8000}]"
src/SOURCE/KB.cpp	ShingleAnimationConstant	4613	7	7	0	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""SHINGLE_ANIMATION_INTERVAL"",""retail"":250,""strict"":250},{""name"":""SHINGLE_ANIMATION_FRAME_COUNT"",""retail"":39,""strict"":39},{""name"":""SHINGLE_ANIMATION_FRAME_OFFSET"",""retail"":1,""strict"":1},{""name"":""SHINGLE_UPDATE_X"",""retail"":46,""strict"":46},{""name"":""SHINGLE_UPDATE_Y"",""retail"":176,""strict"":176},{""name"":""SHINGLE_UPDATE_WIDTH"",""retail"":139,""strict"":139},{""name"":""SHINGLE_UPDATE_HEIGHT"",""retail"":187,""strict"":187}]"
src/SOURCE/KB.cpp	NormalDialogLayoutConstant	4646	73	73	0	Network chat input, polling, menu controls, game-rule dialogs, dynamic-window geometry and memory/debug contracts remain distinct. Share physical menu keys, widget close command, framebuffer and RGB channel indices; keep table offsets and independent timing policies.	"[{""name"":""NORMAL_DIALOG_PRIMARY_BONUS_TEXT_LENGTH"",""retail"":5,""strict"":5},{""name"":""NORMAL_DIALOG_OR_TEXT_LENGTH"",""retail"":4,""strict"":4},{""name"":""NORMAL_DIALOG_RESOURCE_LABEL_HEIGHT"",""retail"":12,""strict"":12},{""name"":""NORMAL_DIALOG_SPELL_LABEL_HEIGHT"",""retail"":24,""strict"":24},{""name"":""NORMAL_DIALOG_RESOURCE_LABEL_WIDTH"",""retail"":100,""strict"":100},{""name"":""NORMAL_DIALOG_RESOURCE_LABEL_HALF_WIDTH"",""retail"":50,""strict"":50},{""name"":""NORMAL_DIALOG_PRIMARY_BONUS_TEXT_HEIGHT"",""retail"":16,""strict"":16},{""name"":""NORMAL_DIALOG_OR_TEXT_WIDTH"",""retail"":40,""strict"":40},{""name"":""NORMAL_DIALOG_OR_TEXT_HEIGHT"",""retail"":12,""strict"":12},{""name"":""NORMAL_DIALOG_RESOURCE_LAYOUT_HEIGHT"",""retail"":44,""strict"":44},{""name"":""NORMAL_DIALOG_RESOURCE_ICON_WIDTH"",""retail"":38,""strict"":38},{""name"":""NORMAL_DIALOG_RESOURCE_ICON_HEIGHT"",""retail"":32,""strict"":32},{""name"":""NORMAL_DIALOG_GOLD_LAYOUT_HEIGHT"",""retail"":26,""strict"":26},{""name"":""NORMAL_DIALOG_LARGE_ICON_WIDTH"",""retail"":76,""strict"":76},{""name"":""NORMAL_DIALOG_ARTIFACT_ICON_HEIGHT"",""retail"":76,""strict"":76},{""name"":""NORMAL_DIALOG_SPELL_LAYOUT_HEIGHT"",""retail"":79,""strict"":79},{""name"":""NORMAL_DIALOG_SPELL_ICON_WIDTH"",""retail"":70,""strict"":70},{""name"":""NORMAL_DIALOG_SPELL_ICON_HEIGHT"",""retail"":55,""strict"":55},{""name"":""NORMAL_DIALOG_CREST_ICON_WIDTH"",""retail"":50,""strict"":50},{""name"":""NORMAL_DIALOG_CREST_ICON_HEIGHT"",""retail"":55,""strict"":55},{""name"":""NORMAL_DIALOG_EXPMRL_ICON_WIDTH"",""retail"":64,""strict"":64},{""name"":""NORMAL_DIALOG_LUCK_BONUS_ICON_HEIGHT"",""retail"":28,""strict"":28},{""name"":""NORMAL_DIALOG_LUCK_PENALTY_ICON_HEIGHT"",""retail"":57,""strict"":57},{""name"":""NORMAL_DIALOG_MORALE_BONUS_ICON_HEIGHT"",""retail"":62,""strict"":62},{""name"":""NORMAL_DIALOG_MORALE_PENALTY_ICON_HEIGHT"",""retail"":59,""strict"":59},{""name"":""NORMAL_DIALOG_EXPERIENCE_ICON_HEIGHT"",""retail"":64,""strict"":64},{""name"":""NORMAL_DIALOG_HERO_LAYOUT_HEIGHT"",""retail"":111,""strict"":111},{""name"":""NORMAL_DIALOG_HERO_BACKGROUND_WIDTH"",""retail"":111,""strict"":111},{""name"":""NORMAL_DIALOG_HERO_BACKGROUND_HEIGHT"",""retail"":105,""strict"":105},{""name"":""NORMAL_DIALOG_SECONDARY_SKILL_LAYOUT_HEIGHT"",""retail"":81,""strict"":81},{""name"":""NORMAL_DIALOG_SECONDARY_SKILL_BACKGROUND_WIDTH"",""retail"":75,""strict"":75},{""name"":""NORMAL_DIALOG_SECONDARY_SKILL_ICON_HEIGHT"",""retail"":65,""strict"":65},{""name"":""NORMAL_DIALOG_PRIMARY_MONSTER_LAYOUT_HEIGHT"",""retail"":105,""strict"":105},{""name"":""NORMAL_DIALOG_PRIMARY_MONSTER_BACKGROUND_WIDTH"",""retail"":94,""strict"":94},{""name"":""NORMAL_DIALOG_PRIMARY_MONSTER_ICON_HEIGHT"",""retail"":105,""strict"":105},{""name"":""NORMAL_DIALOG_PRIMARY_MONSTER_OVERLAY_WIDTH"",""retail"":82,""strict"":82},{""name"":""NORMAL_DIALOG_PRIMARY_MONSTER_OVERLAY_HEIGHT"",""retail"":93,""strict"":93},{""name"":""NORMAL_DIALOG_CREST_OVERLAY_WIDTH"",""retail"":58,""strict"":58},{""name"":""NORMAL_DIALOG_CREST_OVERLAY_HEIGHT"",""retail"":55,""strict"":55},{""name"":""NORMAL_DIALOG_SECONDARY_SKILL_OVERLAY_WIDTH"",""retail"":71,""strict"":71},{""name"":""NORMAL_DIALOG_SECONDARY_SKILL_OVERLAY_HEIGHT"",""retail"":81,""strict"":81},{""name"":""NORMAL_DIALOG_HERO_OVERLAY_WIDTH"",""retail"":101,""strict"":101},{""name"":""NORMAL_DIALOG_HERO_OVERLAY_HEIGHT"",""retail"":95,""strict"":95},{""name"":""NORMAL_DIALOG_BUTTON_AREA_HEIGHT"",""retail"":39,""strict"":39},{""name"":""NORMAL_DIALOG_RESOURCE_VERTICAL_GAP"",""retail"":14,""strict"":14},{""name"":""NORMAL_DIALOG_ROW_CALCULATION_OFFSET"",""retail"":25,""strict"":25},{""name"":""NORMAL_DIALOG_DEFAULT_X"",""retail"":159,""strict"":159},{""name"":""NORMAL_DIALOG_SINGLE_RESOURCE_CENTER_INSET"",""retail"":17,""strict"":17},{""name"":""NORMAL_DIALOG_FIRST_RESOURCE_CENTER_X"",""retail"":104,""strict"":104},{""name"":""NORMAL_DIALOG_SECOND_RESOURCE_RIGHT_INSET"",""retail"":87,""strict"":87},{""name"":""NORMAL_DIALOG_RESOURCE_BOTTOM_INSET"",""retail"":48,""strict"":48},{""name"":""NORMAL_DIALOG_SECONDARY_PAIR_SPACING"",""retail"":4,""strict"":4},{""name"":""NORMAL_DIALOG_ICON_OVERLAY_INSET"",""retail"":6,""strict"":6},{""name"":""NORMAL_DIALOG_SPELL_BACKGROUND_X_OFFSET"",""retail"":2,""strict"":2},{""name"":""NORMAL_DIALOG_CREST_OVERLAY_OUTSET"",""retail"":4,""strict"":4},{""name"":""NORMAL_DIALOG_SECONDARY_SKILL_OVERLAY_OUTSET"",""retail"":3,""strict"":3},{""name"":""NORMAL_DIALOG_HERO_OVERLAY_INSET"",""retail"":5,""strict"":5},{""name"":""NORMAL_DIALOG_SECONDARY_NAME_Y_OFFSET"",""retail"":72,""strict"":72},{""name"":""NORMAL_DIALOG_SECONDARY_LEVEL_Y_OFFSET"",""retail"":24,""strict"":24},{""name"":""NORMAL_DIALOG_PRIMARY_LABEL_Y_OFFSET"",""retail"":93,""strict"":93},{""name"":""NORMAL_DIALOG_DEFAULT_LABEL_Y_OFFSET"",""retail"":10,""strict"":10},{""name"":""NORMAL_DIALOG_PRIMARY_BONUS_LABEL_Y_OFFSET"",""retail"":22,""strict"":22},{""name"":""NORMAL_DIALOG_OR_TEXT_CENTER_X_OFFSET"",""retail"":10,""strict"":10},{""name"":""NORMAL_DIALOG_OR_TEXT_Y_OFFSET"",""retail"":43,""strict"":43},{""name"":""NORMAL_DIALOG_CENTER_PART_COUNT"",""retail"":2,""strict"":2},{""name"":""NORMAL_DIALOG_PRIMARY_BACKGROUND_FRAME"",""retail"":4,""strict"":4},{""name"":""NORMAL_DIALOG_MONSTER_BACKGROUND_FRAME"",""retail"":12,""strict"":12},{""name"":""NORMAL_DIALOG_SECONDARY_BACKGROUND_FRAME_BASE"",""retail"":1,""strict"":1},{""name"":""NORMAL_DIALOG_HERO_BACKGROUND_FRAME"",""retail"":4,""strict"":4},{""name"":""NORMAL_DIALOG_ARTIFACT_FRAME_OFFSET"",""retail"":1,""strict"":1},{""name"":""NORMAL_DIALOG_MONSTER_RACE_FRAME_OFFSET"",""retail"":4,""strict"":4},{""name"":""NORMAL_DIALOG_CREST_OVERLAY_FRAME"",""retail"":6,""strict"":6},{""name"":""NORMAL_DIALOG_SECONDARY_OVERLAY_FRAME"",""retail"":15,""strict"":15}]"
src/SOURCE/Modem.cpp	ModemPrivateConstant	13	10	10	0	Modem/NetBIOS handshakes and new-game setup formats retain their protocol layers. Reuse physical keypad codes, generic modal IDs and the special dimming argument; player-slot ordinals and map-size selection indices retain UI domains.	"[{""name"":""SETUP_TEXT_CAPACITY"",""retail"":104,""strict"":104},{""name"":""RESET_ATTEMPT_COUNT"",""retail"":2,""strict"":2},{""name"":""PRINTABLE_CHARACTER_FIRST"",""retail"":32,""strict"":32},{""name"":""HANDSHAKE_TEXT_CAPACITY"",""retail"":20,""strict"":20},{""name"":""HANDSHAKE_PACKET_SIZE"",""retail"":10,""strict"":10},{""name"":""HANDSHAKE_PREFIX_SIZE"",""retail"":2,""strict"":2},{""name"":""HANDSHAKE_ID_SIZE"",""retail"":6,""strict"":6},{""name"":""HANDSHAKE_STAGE_INDEX"",""retail"":9,""strict"":9},{""name"":""MILLISECONDS_PER_SECOND"",""retail"":1000,""strict"":1000},{""name"":""INPUT_QUEUE_GUARD"",""retail"":4,""strict"":4}]"
src/SOURCE/Netbios.cpp	NetbiosSetupConstant	10	12	12	0	Modem/NetBIOS handshakes and new-game setup formats retain their protocol layers. Reuse physical keypad codes, generic modal IDs and the special dimming argument; player-slot ordinals and map-size selection indices retain UI domains.	"[{""name"":""INIT_UNAVAILABLE"",""retail"":1,""strict"":1},{""name"":""SETUP_SESSION_COUNT"",""retail"":5,""strict"":5},{""name"":""HOST_SESSION"",""retail"":0,""strict"":0},{""name"":""CONNECTED_SESSION"",""retail"":1,""strict"":1},{""name"":""GUEST_SESSION"",""retail"":6,""strict"":6},{""name"":""RANDOM_NAME_MIN"",""retail"":0,""strict"":0},{""name"":""NAME_BUFFER_SIZE"",""retail"":40,""strict"":40},{""name"":""SCRATCH_BUFFER_SIZE"",""retail"":80,""strict"":80},{""name"":""RANDOM_NAME_MAX"",""retail"":99999,""strict"":99999},{""name"":""BROADCAST_INTERVAL"",""retail"":500,""strict"":500},{""name"":""REGISTERED_STATE_ADVANCE"",""retail"":3,""strict"":3},{""name"":""DETACH_SOURCE_SESSION"",""retail"":1,""strict"":1}]"
src/SOURCE/Newgame.cpp	NewGameConstant	29	70	66	4	Modem/NetBIOS handshakes and new-game setup formats retain their protocol layers. Reuse physical keypad codes, generic modal IDs and the special dimming argument; player-slot ordinals and map-size selection indices retain UI domains.	"[{""name"":""GAME_TEXT_BUFFER_COUNT"",""retail"":3,""strict"":3},{""name"":""GAME_TEXT_BUFFER_SIZE"",""retail"":101,""strict"":101},{""name"":""GAME_KEY_BUFFER_SIZE"",""retail"":105,""strict"":105},{""name"":""GAME_MAP_PACKET_SIZE"",""retail"":116,""strict"":116},{""name"":""GAME_PLAYER_INFO_BUFFER_SIZE"",""retail"":256,""strict"":256},{""name"":""GAME_PLAYER_INFO_PACKET_SIZE"",""retail"":204,""strict"":204},{""name"":""GAME_SETUP_DATA_SIZE"",""retail"":65,""strict"":65},{""name"":""GAME_SETUP_BUFFER_SIZE"",""retail"":240,""strict"":240},{""name"":""GAME_SETUP_PACKET_SIZE"",""retail"":125,""strict"":125},{""name"":""GAME_CHAT_TEXT_LIMIT"",""retail"":100,""strict"":100},{""name"":""GAME_REMOTE_CHANNEL"",""retail"":127,""strict"":127},{""name"":""GAME_REMOTE_CHAT"",""retail"":11,""strict"":11},{""name"":""GAME_REMOTE_SETUP"",""retail"":51,""strict"":51},{""name"":""GAME_REMOTE_MAP_HEADER"",""retail"":52,""strict"":52},{""name"":""GAME_REMOTE_START"",""retail"":53,""strict"":53},{""name"":""GAME_REMOTE_CANCEL"",""retail"":54,""strict"":54},{""name"":""GAME_REMOTE_PLAYER_INFO"",""retail"":55,""strict"":55},{""name"":""GAME_NETWORK_PLAYER_NONE"",""retail"":-1,""strict"":-1},{""name"":""GAME_DIALOG_CLOSE_MESSAGE"",""retail"":10,""strict"":10,""target"":{""file"":""include/BASE/message.h"",""enum"":""BaseWidgetCommand"",""name"":""WIDGET_COMMAND_DIALOG_SELECT""},""reason"":""Same command field in the widget-selection message.""},{""name"":""GAME_DIALOG_CANCEL"",""retail"":30721,""strict"":30721,""target"":{""file"":""include/BASE/dialog.h"",""enum"":""DialogButtonId"",""name"":""DIALOG_BUTTON_1""},""reason"":""Reserved button ID carried unchanged by window records, widget selection and modal results.""},{""name"":""GAME_DIALOG_OK"",""retail"":30722,""strict"":30722,""target"":{""file"":""include/BASE/dialog.h"",""enum"":""DialogButtonId"",""name"":""DIALOG_BUTTON_2""},""reason"":""Reserved button ID carried unchanged by window records, widget selection and modal results.""},{""name"":""GAME_MAP_OPTIONS_CONTROL"",""retail"":54,""strict"":54},{""name"":""GAME_WIDGET_ACTIVE_FRAME"",""retail"":4096,""strict"":4096,""target"":{""file"":""include/BASE/widget.h"",""enum"":""WidgetCommandArgument"",""name"":""WIDGET_COMMAND_DIMMED""},""reason"":""Same special Set/ClearFlags argument translated by widget::Main from 4096 to the dimmed bit.""},{""name"":""GAME_WIDGET_INACTIVE_FRAME"",""retail"":2,""strict"":2},{""name"":""GAME_WIDGET_REFRESH_FRAME"",""retail"":4,""strict"":4},{""name"":""GAME_SHADOW_FRAME"",""retail"":6,""strict"":6},{""name"":""GAME_CHAT_LINE_COUNT"",""retail"":3,""strict"":3},{""name"":""GAME_SWAP_SEARCH_DONE"",""retail"":999,""strict"":999},{""name"":""GAME_COMPUTER_COLOR_LOCKED_FRAME"",""retail"":15,""strict"":15},{""name"":""GAME_COMPUTER_COLOR_UNLOCKED_FRAME"",""retail"":3,""strict"":3},{""name"":""GAME_HUMAN_COLOR_LOCKED_FRAME"",""retail"":21,""strict"":21},{""name"":""GAME_HUMAN_COLOR_UNLOCKED_FRAME"",""retail"":9,""strict"":9},{""name"":""GAME_MULTIPLAYER_COLOR_FRAME_OFFSET"",""retail"":24,""strict"":24},{""name"":""GAME_RACE_WIDGET_SINGLE_HEIGHT"",""retail"":47,""strict"":47},{""name"":""GAME_RACE_WIDGET_MULTIPLAYER_HEIGHT"",""retail"":64,""strict"":64},{""name"":""GAME_RACE_WIDGET_SINGLE_FRAME"",""retail"":79,""strict"":79},{""name"":""GAME_RACE_WIDGET_MULTIPLAYER_FRAME"",""retail"":60,""strict"":60},{""name"":""GAME_PLAYER_WIDGET_SINGLE_HEIGHT"",""retail"":51,""strict"":51},{""name"":""GAME_PLAYER_WIDGET_MULTIPLAYER_HEIGHT"",""retail"":64,""strict"":64},{""name"":""GAME_PLAYER_WIDGET_SINGLE_FRAME"",""retail"":80,""strict"":80},{""name"":""GAME_PLAYER_WIDGET_MULTIPLAYER_FRAME"",""retail"":63,""strict"":63},{""name"":""GAME_COLOR_WIDGET_SINGLE_FRAME"",""retail"":3,""strict"":3},{""name"":""GAME_COLOR_WIDGET_MULTIPLAYER_FRAME"",""retail"":27,""strict"":27},{""name"":""GAME_FIXED_RACE_FRAME_BASE"",""retail"":70,""strict"":70},{""name"":""GAME_RANDOM_RACE_FRAME_BASE"",""retail"":51,""strict"":51},{""name"":""GAME_HELP_DIFFICULTY"",""retail"":0,""strict"":0},{""name"":""GAME_HELP_HANDICAP"",""retail"":1,""strict"":1},{""name"":""GAME_HELP_PLAYER"",""retail"":2,""strict"":2},{""name"":""GAME_HELP_RACE"",""retail"":3,""strict"":3},{""name"":""GAME_HELP_MAP"",""retail"":4,""strict"":4},{""name"":""GAME_HELP_RATING"",""retail"":5,""strict"":5},{""name"":""GAME_HELP_OK"",""retail"":6,""strict"":6},{""name"":""GAME_HELP_CANCEL"",""retail"":7,""strict"":7},{""name"":""GAME_CURSOR_FLASH_TICKS"",""retail"":360,""strict"":360},{""name"":""GAME_CHAT_DRAW_X"",""retail"":244,""strict"":244},{""name"":""GAME_CHAT_DRAW_Y"",""retail"":406,""strict"":406},{""name"":""GAME_CHAT_DRAW_WIDTH"",""retail"":348,""strict"":348},{""name"":""GAME_CHAT_DRAW_HEIGHT"",""retail"":12,""strict"":12},{""name"":""GAME_CHAT_BACKGROUND_WIDTH"",""retail"":81,""strict"":81},{""name"":""GAME_CHAT_MAX_LINES"",""retail"":1,""strict"":1},{""name"":""GAME_GOLD_CONDITION_MULTIPLIER"",""retail"":1000,""strict"":1000},{""name"":""GAME_SIDE_TEXT_SIZE"",""retail"":100,""strict"":100},{""name"":""GAME_SCENARIO_WINDOW_TEXT_ID"",""retail"":23,""strict"":23},{""name"":""GAME_SCENARIO_DIFFICULTY"",""retail"":200,""strict"":200},{""name"":""GAME_SCENARIO_SELECTED_DIFFICULTY"",""retail"":201,""strict"":201},{""name"":""GAME_SCENARIO_RATING"",""retail"":202,""strict"":202},{""name"":""GAME_SCENARIO_MAP_SIZE"",""retail"":203,""strict"":203},{""name"":""GAME_SCENARIO_DESCRIPTION"",""retail"":204,""strict"":204},{""name"":""GAME_SCENARIO_VICTORY"",""retail"":205,""strict"":205},{""name"":""GAME_SCENARIO_LOSS"",""retail"":206,""strict"":206}]"
src/SOURCE/Newgame.cpp	NewGamePlayerSetupType	102	2	2	0	Modem/NetBIOS handshakes and new-game setup formats retain their protocol layers. Reuse physical keypad codes, generic modal IDs and the special dimming argument; player-slot ordinals and map-size selection indices retain UI domains.	"[{""name"":""GAME_PLAYER_DEFAULT"",""retail"":0,""strict"":0},{""name"":""GAME_PLAYER_FLEXIBLE"",""retail"":1,""strict"":1}]"
