# Buka VA claim queue, harvested from branch decomp-gold-2.1-buka-attempt-1 (its NEW_VA markers).
# Every row is a remap CLAIM from the previous attempt: the function's
# PoL-line reconstruction (pol_va) was located at buka_rva in this image.
# inventory compares against config/retail_functions.csv byte_size:
#   exact = Ghidra agrees on entry+size; size-differs:<n> = entry agrees,
#   size does not; absent = Ghidra lists no function at that entry.
# Claim a row by porting the body and marking it VA(0x<va>, 0x<size>).
unit	buka_rva	size	inventory	pol_va	signature
SOURCE/EVENTS	0x44d73	0x29a1	exact	0x004b1e43	void advManager::DoAIEvent(mapCell* cell, hero* eventHero, i32 x, i32 y)
SOURCE/EVENTS	0x478df	0x56	exact	0x004b4883	i32 advManager::BarrierAIEvent(mapCell* cell, hero*)
SOURCE/EVENTS	0x47935	0x54	exact	0x004b48e8	void advManager::PasswordAIEvent(mapCell* cell, hero*)
SOURCE/EVENTS	0x47989	0x31d	exact	0x004b493b	void advManager::GenericSiteAIEvent(mapCell* cell, hero* eventHero)
SOURCE/EVENTS	0x47cda	0x175	exact	0x004b4ca4	void advManager::RecruitSiteAIEvent(mapCell* cell, hero* eventHero)
SOURCE/EVENTS	0x47e63	0x19c	exact	0x004b4e33	void advManager::JailAIEvent(mapCell* cell, hero* eventHero, i32 x, i32 y)
SOURCE/EVENTS	0x47fff	0x731	exact	0x004b4fd5	void advManager::PlayerMonsterInteract(
SOURCE/EVENTS	0x48730	0x3d4	exact	0x004b5800	void advManager::ComputerMonsterInteract(mapCell* cell, hero* eventHero, i32* handled)
SOURCE/EVENTS	0x48b04	0x191	exact	0x004b5c40	i32 advManager::DoNetCombat(char* packet)
SOURCE/EVENTS	0x48c95	0x5e7	exact	0x004b5e10	CombatResult advManager::DoCombat(
SOURCE/EVENTS	0x4927c	0x306	exact	0x004b645e	void advManager::SendHeroTownData(
SOURCE/EVENTS	0x49582	0x3de	exact	0x004b67cd	void advManager::ReceiveHeroTownData(
SOURCE/EVENTS	0x49960	0x1fc	exact	0x004b6c2f	CombatResult advManager::AutoResolveCombat(
SOURCE/EVENTS	0x49b5c	0x8f	exact	0x004b6e83	i32 RiddleStringsEqual(char* answer, char* expected)
SOURCE/FINDPATH	0x49c30	0x25	exact	0x004a4a50	searchArray::searchArray(void)
SOURCE/FINDPATH	0x49c55	0x13	exact	0x004a4a60	searchArray::~searchArray()
SOURCE/FINDPATH	0x49c68	0x3c	exact	0x004a4a90	void searchArray::Init(void)
SOURCE/FINDPATH	0x49ca4	0x3e	exact	0x004a4af0	void searchArray::Close(void)
SOURCE/FINDPATH	0x49ce2	0x59	exact	0x004a4b20	void searchArray::Clear(void)
SOURCE/FINDPATH	0x49d3b	0x60	exact	0x004a4b60	i32 searchArray::QuickDistance(i32 x1, i32 y1, i32 x2, i32 y2)
SOURCE/FINDPATH	0x49d9b	0xa1	exact	0x004a4ba0	i32 CalcTerrainCost(
SOURCE/FINDPATH	0x49e3c	0x2fa	exact	0x004a4c20	void searchArray::PushPoint(
SOURCE/FINDPATH	0x4a136	0x559	exact	0x004a4e90	void searchArray::TestPossibleDirections(
SOURCE/FINDPATH	0x4a68f	0x277	exact	0x004a5200	void searchArray::SeedCombatPosition(class army* unit)
SOURCE/FINDPATH	0x4a906	0x523	exact	0x004a53f0	i32 searchArray::FindCombatPath(
SOURCE/FINDPATH	0x4ae29	0x196	exact	0x004a5800	void searchArray::PushCombatPoint(
SOURCE/FLY	0x4b000	0x21e	exact	0x004a5900	i32 army::CanFit(i32 hex, i32 tryOtherSide, i32* fittingHex)
SOURCE/FLY	0x4b21e	0x396	exact	0x004a5b95	i32 army::ValidFlight(i32 destination, ArmyPathTarget pathMode)
SOURCE/FLY	0x4b5b4	0x1a	exact	0x004a5f9a	i32 army::FlyTo(void)
SOURCE/FLY	0x4b5ce	0x9e2	exact	0x004a5fbf	i32 army::FlyTo(i32 destination)
SOURCE/GAME	0x4bff0	0x23b	exact	0x004708b0	void playerData::Write(i32 file)
SOURCE/GAME	0x4c22b	0x22c	exact	0x00470aed	void playerData::Read(i32 file)
SOURCE/GAME	0x4c457	0xff	exact	0x00470d1a	i32 playerData::NextHero(i32)
SOURCE/GAME	0x4c556	0x50	exact	0x00470e47	i32 playerData::HasMobileHero(void)
SOURCE/GAME	0x4c5a6	0x5a	exact	0x00470eac	i32 GetNumObelisks(i32 color)
SOURCE/GAME	0x4c600	0xb4	exact	0x00470f10	i32 playerData::BuildingsOwned(FactionType townType, BuildingSlotType buildingIndex, i32 buildState)
SOURCE/GAME	0x4c6b4	0x84	exact	0x00470fda	i32 playerData::NumOfGivenArtifact(ArtifactType artifact)
SOURCE/GAME	0x4c738	0x6b	exact	0x00471071	i32 game::MineTypesOwned(i32 owner, MineType mineType)
SOURCE/GAME	0x4c7a3	0x37b	exact	0x004710f3	void ComputeUALoc(i32 player)
SOURCE/GAME	0x4cb1e	0x21d	exact	0x00471500	i32 game::SetupPuzzlePieces(i32 player, i32 justCount)
SOURCE/GAME	0x4cd3b	0x95	exact	0x004717ac	i32 game::IsMobile(i32 heroId)
SOURCE/GAME	0x4cdd0	0x13	exact	0x00471861	fullMap* game::GetWorldMapData(void)
SOURCE/GAME	0x4cde3	0x119	exact	0x0047187f	i32 game::CreateBoat(i32 x, i32 y, i32 notify)
SOURCE/GAME	0x4cefc	0x43	exact	0x0047199d	i32 game::Scan(i8* array, i32 start, i32 length)
SOURCE/GAME	0x4cf3f	0x61	exact	0x004719f7	i32 game::RandomScan(i8* array, i32 start, i32 range, i32 unused, i8 target)
SOURCE/GAME	0x4cfa0	0x1a1	exact	0x00471a6d	i32 game::GetNewHeroId(i32, FactionType heroClass, i32 requireExperienced)
SOURCE/GAME	0x4d141	0x5f	exact	0x00471c80	i32 game::GetTownId(i32 col, i32 row)
SOURCE/GAME	0x4d1a0	0x62	exact	0x00471d05	i32 game::GetMineId(i32 col, i32 row)
SOURCE/GAME	0x4d202	0x1ac	exact	0x00471d89	void GenerateStandardFileName(char* source, char* destination)
SOURCE/GAME	0x4d3ae	0xb5a	exact	0x00471eb7	i32 game::SaveGame(char* filename, i32 generateName, i8 expansionFormat)
SOURCE/GAME	0x4df08	0x9d1	exact	0x00472a7b	void game::SetupOrigData(void)
SOURCE/GAME	0x4e8d9	0xa79	exact	0x004735bf	void game::LoadGame(char* filename, i32 loadFromFile, i32)
SOURCE/GAME	0x4f352	0x2d3	exact	0x004741e6	void game::GiveTroopsToNeutralTown(i32 townId)
SOURCE/GAME	0x4f6cf	0x86	exact	0x004745d4	void game::GiveTroopsToNeutralTowns(void)
SOURCE/GAME	0x4f755	0x1c7a	exact	0x00474678	void game::NewMap(char* filename)
SOURCE/GAME	0x513cf	0x24ca	exact	0x00476448	void game::RandomizeEvents(void)
SOURCE/GAME	0x53a95	0x85	exact	0x00478a49	void game::InitializePasswords(void)
SOURCE/GAME	0x53b1a	0x6b	exact	0x00478aea	void game::RandomizeBarrier(mapCell* cell)
SOURCE/GAME	0x53b85	0x19	exact	0x00478b4e	void game::RandomizePassword(mapCell* cell)
SOURCE/GAME	0x53b9e	0x435	exact	0x00478b72	i32 game::LoadMap(char* filename)
SOURCE/GAME	0x53fd3	0x307	exact	0x00478fea	void game::ClaimTown(i32 townId, i32 player, i32 suppressVisibility)
SOURCE/GAME	0x542da	0x320	exact	0x00479394	void game::ClaimMine(i32 mineId, i32 player)
SOURCE/GAME	0x546ee	0x1e1	exact	0x00479856	SpellType
SOURCE/GAME	0x548cf	0x48f	exact	0x00479a38	void game::UpdateSpellWidgets(void)
SOURCE/GAME	0x54d5e	0x5c9	exact	0x00479e3b	MessageDispatchResult ViewSpellsHandler(tag_message& msg)
SOURCE/GAME	0x553d1	0x138	exact	0x0047a4cd	MessageDispatchResult ViewSpecialHandler(tag_message& msg)
SOURCE/GAME	0x55529	0xd08	exact	0x0047a649	void game::ViewArmy(
SOURCE/GAME	0x56231	0x37d	exact	0x0047b2cf	MessageDispatchResult ViewArmyHandler(tag_message& msg)
SOURCE/GAME	0x565ae	0x53e	exact	0x0047b6c4	i32 game::GetRandomNumTroops(H2_ENUM_PARAM(CreatureType, i32) monsterType)
SOURCE/GAME	0x56bf4	0x2c	exact	0x0047bd35	void game::TurnOnAIMusic(void)
SOURCE/GAME	0x56c20	0x12	exact	0x0047bd74	void game::TurnOffAIMusic(void)
SOURCE/GAME	0x56c32	0x50a	exact	0x0047bd99	void game::NextPlayer(void)
SOURCE/GAME	0x5713c	0x38a	exact	0x0047c32f	i32 game::ComputeDailyGold(i32 player)
SOURCE/GAME	0x574c6	0xa10	exact	0x0047c761	void game::PerDay(void)
SOURCE/GAME	0x57ed6	0x19d2	exact	0x0047d10b	void game::PerWeek(void)
SOURCE/GAME	0x5997e	0x126	exact	0x0047eaa8	void game::WeeklyRecruitSite(mapCell* cell)
SOURCE/GAME	0x59ab8	0x61	exact	0x0047ebd5	void game::WeeklyGenericSite(mapCell* cell)
SOURCE/GAME	0x59b19	0x383	exact	0x0047ec44	void game::PerMonth(void)
SOURCE/GAME	0x59e9c	0x3c2	exact	0x0047efb9	void game::ConvertObject(
SOURCE/GAME	0x5a25e	0x1b0	exact	0x0047f42f	void game::RandomizeTown(i32 x, i32 y, i32)
SOURCE/GAME	0x5a40e	0x4f6	exact	0x0047f5f1	void game::RandomizeMine(i32 x, i32 y)
SOURCE/GAME	0x5a930	0xb8	exact	0x0047fc0a	void game::InitRandomArtifacts(void)
SOURCE/GAME	0x5a9e8	0x132	exact	0x0047fcd0	i32 game::GetRandomArtifactId(
SOURCE/GAME	0x5ab1a	0x3e	exact	0x0047fe4f	i32 IsCursedItem(ArtifactType item)
SOURCE/GAME	0x5ab58	0x1a8	exact	0x0047feb7	void game::RandomizeHeroPool(void)
SOURCE/GAME	0x5ad00	0x342	exact	0x004800a6	void game::SetRandomHeroArmies(i32 heroId, i32 strongArmy)
SOURCE/GAME	0x5b042	0x65d	exact	0x0048041e	void game::ProcessRandomObjects(void)
SOURCE/GAME	0x5b736	0x20e	exact	0x00480b64	void game::SetVisibility(i32 x, i32 y, i32 player, i32 radius)
SOURCE/GAME	0x5b944	0xc8	exact	0x00480d94	void game::MakeAllWaterVisible(i32 player)
SOURCE/GAME	0x5ba0c	0xc8	exact	0x00480e6c	void game::GiveArmy(
SOURCE/GAME	0x5bad4	0x7e	exact	0x00480f68	i32 game::ExperienceValueOfStack(armyGroup* group, hero* h)
SOURCE/GAME	0x5bb52	0x124	exact	0x00480ff9	i32 game::GetLuck(hero* h, class army*, town* castle)
SOURCE/GAME	0x5bc76	0xdf	exact	0x0048111f	void game::SetupAdjacentMons(void)
SOURCE/GAME	0x5bd55	0x54	exact	0x00481210	void game::CancelComputerScreen(void)
SOURCE/GAME	0x5bda9	0xe1	exact	0x00481271	void game::ShowComputerScreen(void)
SOURCE/GAME	0x5be8a	0x95	exact	0x0048135e	void game::ShowHeroesLogo(void)
SOURCE/GAME	0x5bf1f	0x11f	exact	0x004813fe	void game::WaitForPlayer(char* text, i32 player)
SOURCE/GAME	0x5c03e	0xda	exact	0x00481541	i32 game::HasLateOverlay(i32 col, i32 row)
SOURCE/GAME	0x5c118	0xe9	exact	0x00481645	void game::ConvertFlagToLateOverlay(i32 col, i32 row)
SOURCE/GAME	0x5c201	0xf7	exact	0x00481765	i32 game::HasObjectTilesetIndex(
SOURCE/GAME	0x5c2f8	0xdc	exact	0x004818a0	void game::ConvertAllToLateOverlay(i32 col, i32 row)
SOURCE/GAME	0x5c3d4	0x24f	exact	0x004819b2	void game::ProcessMapExtra(void)
SOURCE/GAME	0x5c623	0x871	exact	0x00481c47	void game::SetupTowns(void)
SOURCE/GAME	0x5ce94	0x726	exact	0x00482547	void game::ProcessOnMapHeroes(void)
SOURCE/GAME	0x5d5ba	0x4c9	exact	0x00482cbb	void game::CheckHeroConsistency(void)
SOURCE/GAME	0x5da83	0x7b3	exact	0x00483219	i32 game::TransmitSaveGame(i32 remotePlayer, i32 player, i32 useCurrentSave)
SOURCE/GAME	0x5e236	0x6c8	exact	0x00483937	i32 game::ReceiveSaveGame(
SOURCE/GAME	0x5e8fe	0x4fd	exact	0x00483fc4	void game::DoNewTurn(void)
SOURCE/GAME	0x5edfb	0x4c	exact	0x00484419	i32 game::GetBoatsBuilt(void)
SOURCE/GAME	0x5ee47	0x7f	exact	0x00484471	i32 game::GetNumThievesGuilds(i32 color)
SOURCE/GAME	0x5eec6	0xff	exact	0x0048450d	i32 game::CalcDifficultyRating(void)
SOURCE/GAME	0x5efc5	0x177	exact	0x00484620	i32 CalcBaseScore(i32 days)
SOURCE/GAME	0x5f13c	0xa7	exact	0x0048480a	void game::RestoreCell(
SOURCE/GAME	0x5f1e3	0xb9	exact	0x004848bf	void game::SetMapSize(i32 w, i32 h)
SOURCE/GAME	0x5f29c	0x107	exact	0x004849a2	void WriteDiffHeaderInfo(u8 cmd, i32 len, u8* buf, i32* pos)
SOURCE/GAME	0x5f3a3	0xd7	exact	0x00484aa2	i32 GetSkipCopyLen(u8* buf, i32* pos)
SOURCE/GAME	0x5f47a	0x553	exact	0x00484b4d	void CreateDiffFile(
SOURCE/GAME	0x5f9cd	0x37e	exact	0x00485107	void CreateJoinFile(char* oldName, char* diffName, char* joinName)
SOURCE/GAME	0x5fd4b	0x46	exact	0x004854d5	i32 game::HeroIDToHeroPos(playerData* pd, i32 heroId)
SOURCE/GAME	0x5fd91	0x46	exact	0x00485532	i32 game::TownIDToTownPos(playerData* pd, i32 townId)
SOURCE/GAME	0x5fdd7	0x64d	exact	0x0048558f	void game::SetupNewRumour(void)
SOURCE/GAME	0x60424	0xae	exact	0x00485d2e	EventExtra* GetMapEvent(i32 x, i32 y)
SOURCE/GAME	0x604d2	0x318	exact	0x00485e07	void game::CheckForTimeEvent(void)
SOURCE/GAME	0x607ea	0x11e	exact	0x00486153	void CheckValidAvailableHeroes(void)
SOURCE/GAME	0x60908	0x92	exact	0x00486296	i32 CalcFileCRC(char* filename)
SOURCE/GAME	0x6099a	0x120	exact	0x00486341	void CompressTest2(void)
SOURCE/GAME	0x60aba	0x18c	exact	0x00486494	void CompressTest(void)
SOURCE/GAME	0x60c46	0x46	exact	0x00486652	void CompressTest3(void)
SOURCE/GAME	0x60c8c	0x17d	exact	0x004866a5	i32 game::CountShrines(i32 player)
SOURCE/HERO	0x60e50	0x64	exact	0x0046c3a0	hero::hero(void)
SOURCE/HERO	0x60eb4	0x41	exact	0x0046c40f	void hero::Read(i32 file, i8 expansion)
SOURCE/HERO	0x60ef5	0x41	exact	0x0046c462	void hero::Write(i32 file, i8 expansion)
SOURCE/HERO	0x60f36	0xd	exact	0x0046c4b5	void hero::GetArmyStrengths(u32l* const) {}
SOURCE/HERO	0x60f43	0x44	exact	0x0046c4cd	i32 hero::HasArtifact(ArtifactType artifact)
SOURCE/HERO	0x60f87	0x23c	exact	0x0046c526	i32 hero::CalcMobility(void)
SOURCE/HERO	0x611c3	0x9b	exact	0x0046c79d	i32 hero::HasSpell(SpellType spell)
SOURCE/HERO	0x6125e	0x95	exact	0x0046c86c	SpellType hero::GetNthSpell(HeroSpellType type, i32 spellNumber)
SOURCE/HERO	0x612f3	0x9e	exact	0x0046c931	i32 hero::GetNumSpells(HeroSpellType type)
SOURCE/HERO	0x61391	0x6f	exact	0x0046ca01	void hero::UseSpell(SpellType spell)
SOURCE/HERO	0x61400	0x1a	exact	0x0046ca8b	void hero::AddSpell(H2_ENUM_PARAM(SpellType, i32) spell, i32)
SOURCE/HERO	0x6141a	0x72	exact	0x0046cab1	void HeroMessageUpdate(char* text)
SOURCE/HERO	0x6148c	0x94	exact	0x0046cb33	void hero::HeroScreenUpdate(void)
SOURCE/HERO	0x61520	0x1c3	exact	0x0046cbdb	void hero::UpdateArmies(void)
SOURCE/HERO	0x616e3	0x39	exact	0x0046cdad	void hero::ViewStat(i32 stat, i32 quickView)
SOURCE/HERO	0x6171c	0x8b	exact	0x0046cdf0	void hero::ViewArtifact(ArtifactType artifact, b32 quickView, i32 extra)
SOURCE/HERO	0x617a7	0x4b	exact	0x0046ce8b	i32 hero::Dismiss(void)
SOURCE/HERO	0x617f2	0x4e4	exact	0x0046cee8	void hero::Deallocate(i32 updateMap)
SOURCE/HERO	0x61cd6	0x8a	exact	0x0046d46f	i32 hero::GetExperience(i32 level)
SOURCE/HERO	0x61d60	0xac	exact	0x0046d50d	i32 hero::GetLevel(i32 experienceValue)
SOURCE/HERO	0x61e0c	0x2a9	exact	0x0046d5cd	void hero::ApplyBattleWinTemps(void)
SOURCE/HERO	0x620b5	0x13	exact	0x0046d821	void hero::ApplyBattleLossTemps(void)
SOURCE/HERO	0x620c8	0x6a3	exact	0x0046d83f	void hero::CheckLevel(void)
SOURCE/HERO	0x6276b	0x4b	exact	0x0046e067	i32 hero::NumArtifacts(void)
SOURCE/HERO	0x627b6	0x66c	exact	0x0046e0be	void UpdateHeroScreenStatusBar(struct tag_message& message)
SOURCE/HERO	0x62ef8	0x8cd	exact	0x0046e816	MessageDispatchResult HeroHandler(struct tag_message& message)
SOURCE/HERO	0x638b2	0x44	exact	0x0046f305	void RedrawHeroScreen(void)
SOURCE/HERO	0x638f6	0x219	exact	0x0046f354	i32 HeroView(i32 heroId, i32 noDismiss, i32 fadeAlreadyOut)
SOURCE/HERO	0x63b0f	0x906	exact	0x0046f56c	void SetupHeroView(void)
SOURCE/HERO	0x64415	0x2b6	exact	0x0046ff31	void DoHeroSplit(i32 destinationSlot, i32 sourceSlot)
SOURCE/HERO	0x646cb	0x4f	exact	0x004701e1	void hero::SetSS(
SOURCE/HERO	0x6471a	0xee	exact	0x0047024b	i32 hero::TakeSS(H2_ENUM_PARAM(HeroSecondarySkill, i32) skill, i32 levels)
SOURCE/HERO	0x64808	0xa9	exact	0x00470345	i32 hero::GiveSS(
SOURCE/HERO	0x648b1	0x5a	exact	0x00470404	i32 hero::CreatureTypeCount(H2_ENUM_PARAM(CreatureType, i32) creatureType)
SOURCE/HERO	0x6490b	0x4b	exact	0x0047046e	void hero::UpgradeCreatures(
SOURCE/HERO	0x64956	0x49	exact	0x004704cc	HeroSecondarySkill hero::GetNthSS(i32 ordinal)
SOURCE/HERO	0x6499f	0x35	exact	0x0047052a	class town* hero::GetOccupiedTown(void)
SOURCE/HERO	0x649d4	0x2f	exact	0x0047057b	i8 hero::Stats(HeroPrimaryStat stat)
SOURCE/HERO	0x64a03	0x9b	exact	0x004705c2	i8 hero::GetSSLevel(H2_ENUM_PARAM(HeroSecondarySkill, i32) skill)
SOURCE/HERO	0x64a9e	0xdd	exact	0x00470685	void hero::DoSSLevelDialog(
SOURCE/HERO	0x64b7b	0x107	exact	0x00470779	void hero::CheckAnduranPieces(i32 showDialog)
SOURCE/HEXCELL	0x64cc0	0x3b	exact	0x0044a3c0	hexcell::hexcell(void)
SOURCE/HEXCELL	0x64cfb	0xb	exact	0x0044a406	void hexcell::DrawGround(void)
SOURCE/HEXCELL	0x64d06	0xa1	exact	0x0044a41c	void hexcell::DrawLowerDeadOccupants(void)
SOURCE/HEXCELL	0x64da7	0xa4	exact	0x0044a4e2	void hexcell::DrawUpperDeadOccupant(void)
SOURCE/HEXCELL	0x64e4b	0x10d	exact	0x0044a5aa	void hexcell::DrawOccupant(ArmyDrawState drawState, i32 frame)
SOURCE/HEXCELL	0x64f58	0x126	exact	0x0044a70f	void hexcell::DrawTower(i32 frame)
SOURCE/HEXCELL	0x6507e	0xb	exact	0x0044a858	void hexcell::DrawClouds(void)
SOURCE/HEXCELL	0x65089	0x44	exact	0x0044a86e	void hexcell::DrawObstacle(void)
SOURCE/HISCORE	0x65110	0x59	exact	0x00489a30	highScoreManager::highScoreManager(void)
SOURCE/HISCORE	0x65169	0x16d	exact	0x00489a96	i32 highScoreManager::Open(i32 id)
SOURCE/HISCORE	0x652d6	0x4f	exact	0x00489be2	void highScoreManager::Close(void)
SOURCE/HISCORE	0x65325	0x1ca	exact	0x00489c40	MessageDispatchResult highScoreManager::Main(struct tag_message& message)
SOURCE/HISCORE	0x654ef	0x6bc	exact	0x00489e6a	void highScoreManager::Update(void)
SOURCE/KB	0x65bf0	0x115	exact	0x00496450	extern "C" void PollSound(void)
SOURCE/KB	0x65d05	0x17	exact	0x0049659e	void ForcePollSound(void)
SOURCE/KB	0x65d1c	0x594	exact	0x004965be	void InitMainClasses(void)
SOURCE/KB	0x662b0	0x301	exact	0x0049695c	void DeleteMainClasses(void)
SOURCE/KB	0x665b1	0x2e	exact	0x00496ca0	void EarlyShutdown(char* caption, char* text)
SOURCE/KB	0x665df	0x12a	exact	0x00496cd9	void SetupCDRom(void)
SOURCE/KB	0x66709	0x5e	exact	0x00496e21	i32 EarlySetup(void)
SOURCE/KB	0x66767	0x148c	exact	0x00496e98	i32 oldmain(void)
SOURCE/KB	0x67c38	0x70	exact	0x00498558	char toupper(char c)
SOURCE/KB	0x67ca8	0x595	exact	0x0049859c	i32 InterpretCommandLine(void)
SOURCE/KB	0x6829b	0x5cb	exact	0x00498d2d	MessageDispatchResult InitMenuHandler(struct tag_message& msg)
SOURCE/KB	0x688b4	0x10	exact	0x004993c5	MessageDispatchResult NullHandler(struct tag_message& msg)
SOURCE/KB	0x688c4	0x145	exact	0x004993e0	MessageDispatchResult RecruitHeroHandler(tag_message& msg)
SOURCE/KB	0x68a09	0x179	exact	0x00499589	char* GetBuildingInfo(FactionType race, BuildingSlotType building, i32 mode)
SOURCE/KB	0x68b82	0x69	exact	0x00499730	char* GetBuildingName(FactionType race, BuildingSlotType building)
SOURCE/KB	0x68beb	0xf0	exact	0x004997d4	void GetBuildingCost(FactionType race, BuildingSlotType building, i32* const dest, i32 mageLevel)
SOURCE/KB	0x68cdb	0x15	exact	0x0049990c	char* GetMonsterName(H2_ENUM_PARAM(CreatureType, i32) monster)
SOURCE/KB	0x68cf0	0x15	exact		char* GetMonsterPluralName(H2_ENUM_PARAM(CreatureType, i32) monster)
SOURCE/KB	0x68d05	0xc3	exact	0x0049992c	void GetMonsterCost(CreatureType monster, i32* const cost)
SOURCE/KB	0x68e12	0x273	exact	0x00499a6c	i32 CanBuild(town* t, BuildingSlotType building)
SOURCE/KB	0x69085	0x80	exact	0x00499d21	i32 CanBuy(town* t, BuildingSlotType type)
SOURCE/KB	0x69105	0x7b	exact	0x00499dbb	i32 GetBuildingBaseResourceValue(FactionType race, BuildingSlotType building, i32 level)
SOURCE/KB	0x69180	0x177	exact	0x00499e81	MessageDispatchResult WaitHandler(tag_message& msg)
SOURCE/KB	0x6932f	0x39b	exact	0x0049a09f	MessageDispatchResult EventWindowHandler(struct tag_message& msg)
SOURCE/KB	0x69721	0x13	exact	0x0049a511	MessageDispatchResult TrueFalseDialogHandler(struct tag_message& msg)
SOURCE/KB	0x69734	0x165	exact	0x0049a52f	void PlayerDead(i32 player)
SOURCE/KB	0x69899	0x1630	exact	0x0049a6c1	void CheckEndGame(
SOURCE/KB	0x6aec9	0x80	exact	0x0049c07c	void QuickViewWait(void)
SOURCE/KB	0x6af49	0x1cf	exact	0x0049c111	void InitVars(void)
SOURCE/KB	0x6b118	0x593	exact	0x0049c312	void game::ShowMoraleInfo(hero* h, i32 dialogType)
SOURCE/KB	0x6b6ab	0x33e	exact	0x0049c92d	void game::ShowLuckInfo(hero* h, i32 dialogType)
SOURCE/KB	0x6b9e9	0xac	exact	0x0049cc9e	void ClearMapExtra(void)
SOURCE/KB	0x6ba95	0x79	exact	0x0049cd75	i32 GetMonType(i32 score, HighScoreType campaign)
SOURCE/KB	0x6bb0e	0x405	exact	0x0049ce14	i32 AddScoreToHighScore(
SOURCE/KB	0x6bf13	0x5e	exact	0x0049d2c0	void BVResMsg(char* s, H2_ENUM_PARAM(ResourceType, i32) res, i32 qty)
SOURCE/KB	0x6bf71	0x1e	exact	0x0049d326	void GOut(char* str)
SOURCE/KB	0x6bf8f	0x3e	exact	0x0049d353	i32 NetPosToGamePos(i32 netPos)
SOURCE/KB	0x6bfcd	0xd9	exact	0x0049d3a7	i32 WaitForOtherPlayer(void)
SOURCE/KB	0x6c0a6	0xb25	exact	0x0049d4a6	void PopNetBox(char* text, i32 netPlayer)
SOURCE/KB	0x6cbcb	0x96	exact	0x0049e02b	void AddNetBoxLine(char* str, char color)
SOURCE/KB	0x6cc61	0x1d9	exact	0x0049e0f2	void ShutDown(char* msg)
SOURCE/KB	0x6ce3a	0x99	exact	0x0049e306	void FileError(char* filename)
SOURCE/KB	0x6ced3	0x236	exact	0x0049e3a8	void SmackFade(u8* src, u8* dst)
SOURCE/KB	0x6d109	0x3b2	exact	0x0049e5fd	void ShowCongrats(HighScoreType highScoreType)
SOURCE/KB	0x6d4bb	0x79	exact	0x0049e900	void CongratsWait(void)
SOURCE/KB	0x6d534	0x41	exact	0x0049e999	SAMPLE2 LoadPlaySample(char* name)
SOURCE/KB	0x6d575	0x84	exact	0x0049e9ed	void WaitEndSample(SAMPLE2 s, i32 waitTime)
SOURCE/KB	0x6d5f9	0x4b	exact	0x0049ea7c	void MemError(void)
SOURCE/KB	0x6d644	0x29	exact	0x0049ead9	char* GetTownName(i32 i)
SOURCE/KB	0x6d66d	0x2f	exact	0x0049eb14	void LoadSystemwideIcons(void)
SOURCE/KB	0x6d69c	0x28	exact	0x0049eb4e	void UnloadSystemwideIcons(void)
SOURCE/KB	0x6d6c4	0x5	exact	0x0049eb80	void EarlyShutDownSystem(void) {}
SOURCE/KB	0x6d6c9	0x4c	exact	0x0049eb90	i32 GameUnsaved(void)
SOURCE/KB	0x6d715	0x7b7	exact	0x0049ec05	i32 HandleAppSpecificMenuCommands(i32 command)
SOURCE/KB	0x6dfe5	0x23e	exact	0x0049f61d	void UpdateSystemOptionsMenu(void)
SOURCE/KB	0x6e273	0x7d	exact	0x0049f92d	void CleanUpMenus(void)
SOURCE/KB	0x6e2f0	0x1b	exact	0x0049f9c6	void UpdateAppSpecificMenus(void* hMenu)
SOURCE/KB	0x6e30b	0x12	exact	0x0049f9f0	void EarlyResizeWindow(i32 x, i32 y, i32 w, i32 h)
SOURCE/KB	0x6e31d	0x41	exact	0x0049fa1d	i32 InMapArea(i32 x, i32 y)
SOURCE/KB	0x6e35e	0x829	exact	0x0049fa70	void SetupDynamicWindow(
SOURCE/KB	0x6eb87	0xd3	exact	0x004a012c	void TestDynamicWindow(i32 p1, i32 p2)
SOURCE/KB	0x6ec5a	0x88	exact	0x004a0234	void HandleRemoteDeadPlayerExit(i32 pos)
SOURCE/KB	0x6ece2	0x8e	exact	0x004a02c5	void HandleRemoteSuddenExit(void)
SOURCE/KB	0x6ed70	0x4f	exact	0x004a036f	void DropDownToOnePlayer(void)
SOURCE/KB	0x6edbf	0x356	exact	0x004a03d1	void ReceiveHostReportsPlayerExit(i32 hostNetPosition, SPlayerExit exitInfo, i32 forwardedReport)
SOURCE/KB	0x6f115	0x2c9	exact	0x004a07e3	void ReceiveRemotePlayerExit(SPlayerExit exitInfo)
SOURCE/KB	0x6f3de	0x1e	exact	0x004a0b44	i32 CheckMem(void)
SOURCE/KB	0x6f3fc	0xce	exact	0x004a0b6d	i32 GetManaCost(SpellType spell, hero* h)
SOURCE/KB	0x6f4ca	0x88	exact	0x004a0c76	void SetWinText(heroWindow* j, i32 id)
SOURCE/KB	0x6f552	0x79	exact	0x004a0d15	void CheckShingleUpdate(void)
SOURCE/KB	0x6f5cb	0x16ab	exact	0x004a0d9f	void NormalDialog(
SOURCE/KB	0x70d22	0x68	exact	0x004a2565	void UpdateNormalDialog(char* text)
SOURCE/Modem	0x72ca0	0x1f8	exact	0x0040c8f0	void ModemSetup(i32 mode)
SOURCE/Modem	0x72e98	0x8e	exact	0x0040cb3e	i32l Dial(void)
SOURCE/Modem	0x72f26	0x42	exact	0x0040cbdc	i32l Wait(void)
