path	line	end	name	status	body_sha256	review
src/SOURCE/PHILAI.cpp	223	224	AI_STRATEGIC_DISTANCE_OFFSET	read	c484df814f3ec3c8a7792c70ee05f813d22b44e39f01d76089e9893f8437be10	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	225	225	AI_POSITION_EMBARKED_DISTANCE_FACTOR	read	8a714e5dadf90ba17307ef15a026aacdb49953bf1c6d858a736f592f5f38e8f7	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	226	226	AI_POSITION_LAND_DISTANCE_1	read	0e6e55ec161b2d7892a4fed4101e3b14f4e87b539ab3da2a6f9564d4528d95be	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	227	228	AI_POSITION_LAND_DISTANCE_2	read	500e5960eb632cf1af2977a14ff1dc61a27eb7ff04039cb82e652a38ceb6d126	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	229	229	AI_POSITION_LAND_DISTANCE_3	read	7587c57f6e1228ed2c2f9ee52b7af87c09ce03dff381306b747c7b343363cd0a	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	230	231	AI_POSITION_LAND_DISTANCE_4	read	328299780d91935d93003b7ad0e13d4520ceba1d9083d6713a72a49e7a5030fc	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	232	233	AI_POSITION_LAND_DISTANCE_5	read	6170c29f33162f48818f1e8e85850e5779f1db3d134b66b30ca2fdb45aff1f8b	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	234	235	AI_POSITION_LAND_DISTANCE_6	read	d0431e98bf8b1c06cbea68b4bc69c089b3fb3b6f10ba310164710aaccd34c6ff	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	236	236	AI_POSITION_LAND_FACTOR_2	read	d5a5f5e23220d0b9bcee17ff3afe748cad17757c14b7669d1279d6ecb09b6424	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	237	238	AI_POSITION_LAND_FACTOR_3	read	ecf08c8fbfbc3a05e011cb8b9a5c84fab3024a539bfff5bf867d3b5ab6cac5d9	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	239	240	AI_POSITION_LAND_FACTOR_4	read	52a38d0006d178a15617737be6827665b805881c5c46147b59eb55e3018feabc	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	241	241	AI_POSITION_LAND_FACTOR_5	read	153bef3dc5302ea224fd5377f7c356ae86c97e543ecf35f9f25a3ede6fd169f8	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	242	243	AI_POSITION_LAND_FACTOR_6	read	f572a919ca93d0529ee7be03d2d41af2b6b33cf74e531695eca5f1755249d99f	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	244	244	AI_POSITION_LAND_FACTOR_FAR	read	df9609ec9350b987e6f4e94df87f9bfbe37217e3d5863834f714b0a349104f31	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	245	245	AI_ATTENTION_RANDOM_DIVISOR	read	a044fc29ca8c10067ce6ee90b263a05510c0508ae4b3b8b00c8b5a62993d05c0	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	246	247	AI_ATTENTION_RANDOM_BASE	read	1f78825bbbef7d85c6fed0d83454c636d4b371bba9cbdab590bb83b7e90a6e80	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	248	248	AI_ATTENTION_WEIGHT_A_PLAYER_FACTOR	read	8ee67dbfb68172fd00aad2682dadca02bb67a74a2d582c2a1e3aec604c680152	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	249	249	AI_ATTENTION_WEIGHT_B_PLAYER_FACTOR	read	e570d586a44180ef25c161b9a643f2353f1dd0c41a869852efbc2d6b9cc339c1	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	250	251	AI_TOWN_CASTLE_PRIMARY_SKILL_SHARE_BASE	read	9f18bd65a6c3eed8ebee5247dff0832ecce63713addde4b88a3268c3dd51dcd6	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	252	252	AI_TOWN_CASTLE_PRIMARY_SKILL_SHARE_STEP	read	1fd9f23aff1bb4f3540df6204dcd15ac91feabb988c34b387bd494d97ca28c46	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	253	254	AI_TOWN_PRIMARY_SKILL_SHARE_BASE	read	cde2ee1b3f84fd2b54629d9579ee968fb3dcf9f434169bfdeef6cc97ed22915f	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	255	256	AI_TOWN_PRIMARY_SKILL_SHARE_STEP	read	2d744672478f7a0fef60d286ff964216185386e31dfe321ead3a131d0b57e15e	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	258	258	AI_EVENT_HUMAN_VALUE_FACTOR	read	8d70c05212db57cacd9363b8cdcdd888c0792ce8ce5631176e53a652d89a2d7a	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	264	264	AI_HERO_PURCHASE_CLASS_DIVISOR	read	457e21a7bf17b10f9eb812b0106c417e9a4474a319249a175906cf65f75827d8	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	265	265	AI_HERO_PURCHASE_IDENTITY	read	5b640f67ea255863fe2bd661aca164022bc5792abd6ee4fbe9604ae1f4dcea01	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	267	268	AI_ATTENTION_PLAYER_CENTER	read	7b2aa0e840b5682f1b247e8cafa5e5e86516f2c58920c6e80e5de030e36d44a6	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	269	270	AI_ATTENTION_NORMALIZER	read	5360237e2e85240093ec51c81024f382e7b87e273c0966f449df198c3e9c46f1	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	271	271	AI_ATTENTION_UPPER_BOUND	read	1041398a8e3f4f590ca8ca532b36e451baa5c5a1a9ed63f4cc244ac30f8f533c	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	272	272	AI_MONSTER_JOIN_RATIO	read	24a01b89144f341a6dedd4d42bcf3a7ea36b88e3b58218242050a993fda60ba5	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	273	273	AI_MONSTER_OVERWHELMING_RATIO	read	3f7e74073d292f7a099f3d240cfdfa97096b276f0d38b631c4a4fb78b6d6f94e	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	274	275	AI_MONSTER_JOIN_CHANCE_SCALE	read	90b7d1328968c980743e55497897fbe96ba481fedb41a5d37944bfcfa11b3ec5	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	276	277	AI_MONSTER_JOIN_CHANCE_BASE	read	4915b8a85aed848f955dc5f2e6247d0eac31b1b058d04672401b1a80afc243d1	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	278	278	AI_MONSTER_FIGHT_CHANCE_SCALE	read	08775d26fac0e83db8a197afb3539f0ec54988d373b034c12023c0a181500f04	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	279	279	AI_MONSTER_JOIN_PURCHASE_WEIGHT	read	5d0edd41eeb2892559f6be4a265f5890c95fc88cc2fe5412b74359325bdf016a	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	280	280	AI_MONSTER_JOIN_OUTCOME_WEIGHT	read	62b3b3a4db5cd408a748dbe1355b386bd79b6c48782222f1f3f5eafc47d4fe03	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	281	281	AI_EVENT_TOWN_PLAYER_FACTOR	read	4abdfd96c214c5aa3b5f5970b0011f9059c6ae3a681ef7a2ecdae7e943c96e46	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	282	282	AI_EVENT_VALUE_BASE_FACTOR	read	0302c6edcea569900f465540b5d3299619b2271389bf3b9c056428e1f10ce331	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	283	283	AI_TOWN_EVENT_VALUE_BASE_FACTOR	read	890d946748034e7ec681a18b70233b23350cefb5c3f7437029fd9099956eae4f	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	284	285	AI_TOWN_PRIMARY_HUMAN_VALUE_FACTOR	read	2a03ceceb82ed7fb97e026ba9ef8b818673561c0e0036809c8afd0887a60ddfc	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	286	286	AI_TOWN_OTHER_HUMAN_VALUE_FACTOR	read	1e2ffb9b50baea1be6348ce3085961203230e6d4e8666aa2a18a46e418aaadb2	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	287	287	AI_EVENT_CERTAIN_ODDS	read	a61d53c8a7979c13fb60d71a25d1927f4e5061344245cbefec753dbcda0cd680	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	288	288	AI_EVENT_HIGH_ODDS	read	f61ee8d3f1ae3c1470936a3fbec60b7155ba17aea8a86b869fe4d5c7cf342714	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	289	289	AI_EVENT_GOOD_ODDS	read	35feb732d4bb4aa89c672f239a0848f6fcc94b0d1af1feaaa3a97221057c9090	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	290	290	AI_EVENT_POOR_ODDS	read	3468c3184d4b44ae53fe02092b11d39b6cf81a0664cf21649cfec083c52c2303	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	291	291	AI_EVENT_BAD_ODDS	read	f2237fb768da07378ee679e20dcb727fafc6fd33c33a606ca81f22f624788cef	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	292	292	AI_EVENT_CERTAIN_CHANCE	read	abe9b430890507b50a3336b181d99841d12b12e52a5872928fb065c636fdd676	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	293	294	AI_EVENT_HIGH_CHANCE_SCALE	read	5b28fa666d5a83b1360039960d3ac40747743b531f87c6f9311f161893972957	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	295	296	AI_EVENT_GOOD_CHANCE_SCALE	read	ba6cd1cd29acdb8ce0887dfd88bab44103f00cadc5e41db359d0d84dc08e5e75	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	297	298	AI_EVENT_POOR_CHANCE_SCALE	read	7894fdfabf37b5816075c1115a8e4a419b9c3cb860dea6daf8dc65923f5e6884	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	299	300	AI_EVENT_BAD_CHANCE_SCALE	read	24a9b91c102d01f164bef4352d073563baf2ee73d252a999f53fce6e3980f6b8	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	301	301	AI_DAEMON_FIGHT_VALUE_SHARE	read	a509d8287bd5d27ef46757b33b76d932101bfc63a9ad267baf9fb18ab3621287	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	302	302	AI_DAEMON_SECONDARY_FIGHT_VALUE_SHARE	read	b0cf1e02a06f10e9f0ca48c79e6e4ca7ae911c3511730c3c6cbe257980ac5c75	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	303	303	AI_EVENT_VALUE_SCALE	read	a7ae2707cf1f663d4e6aa228eb074ec6df1f1ddbd4416d83807ee7475125cd77	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	304	304	AI_DAEMON_GOLD_VALUE_FACTOR	read	43f20f5fabfb174a3feca5db5cfc7540afe6604a6af9c88927fc36bcd4795a76	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	305	306	AI_DAEMON_GOLD_PENALTY	read	ce709a9348ea63bccf457de7eb9b19a04ddd9112e025bf4371a44ce84b71b66e	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	307	307	AI_DAEMON_CAVE_GOLD_REQUIRED	read	8f46fc65d3405842166d6d4c688258b540f55db36e11e300081bb1382a641628	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	308	308	AI_MAGIC_GARDEN_GOLD_AMOUNT	read	a319b83f8f6defcde3aba73a639199995432f0f44853b7ce639f854b424637ee	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	309	310	AI_FLOTSAM_GOLD_AMOUNT	read	489973816f85e5b3a40fd1f59814704bea24f8095185e5287ad9de808e41ba1d	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	311	311	AI_FLOTSAM_WOOD_AMOUNT	read	4c807afc954f4440257b08b711a4c54b46039effdcc0816cfe7fc7325bee2065	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	312	312	AI_SEA_CHEST_ARTIFACT_GOLD_AMOUNT	read	24268e99e5c1435c597cafa49e32c5357afe7d03cde7a9b7f0c72e61995ffe70	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	313	314	AI_SEA_CHEST_LARGE_GOLD_AMOUNT	read	3f93ff7be5406591671a5a43f8d614bdb1ed51ad98cf2c8d71a9fcf4daa29dac	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	315	315	AI_SEA_CHEST_SMALL_GOLD_AMOUNT	read	c8650c2a8fecb218d60c09065d9c6b1d335c5b55c1331f15798c02d4e561905b	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	316	316	AI_SEA_CHEST_MINIMUM_VALUE	read	b2b4e2a49516dcd5d3bd12c0780f5bb8951b297cde21347e06ed9a17bd376bfa	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/PHILAI.cpp	317	317	AI_WATER_WHEEL_GOLD_AMOUNT	read	61c07f7da8ec71933a3bbf380574ae48b6611610d5538441642a189a91e36cf0	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
