path	line	end	name	signature	kind	properties	va	status	body_sha256	review
src/SOURCE/SPELLAI.cpp	772	924	combatManager::RawEffectSpellInfluence	(army * target,ArmySpellInfluence influence)	cpp		0x0049716f	unread	d209dea5acea209e2afa1b0c160ce0ec8d5dba48ca4b8103222bbf220ff85af9	STALE: B20: all eleven bodies and score tables; full selection/duration/influence/create/cure/resurrect/damage evaluation; H28/H46-H50/H52/R22
src/SOURCE/SPELLAI.cpp	927	934	combatManager::ClearEffects	(void)	cpp		0x00497724	unread	df2b44a3c34b4e8eacaf39cc0a572c39ed15883b0bd76b4f298aa541bf3502cf	STALE: B20: all eleven bodies and score tables; full selection/duration/influence/create/cure/resurrect/damage evaluation; H28/H46-H50/H52/R22
src/SOURCE/SPELLAI.cpp	937	942	combatManager::NextPos	(i32 * hex)	cpp		0x00497776	unread	2eb117b0dba8f2fc8dce147519ac3a6088c5abe3219499be686d8ae40bd04ca1	STALE: B20: all eleven bodies and score tables; full selection/duration/influence/create/cure/resurrect/damage evaluation; H28/H46-H50/H52/R22
src/SOURCE/SPELLAI.cpp	945	956	combatManager::FirstArmy	(i32 startHex,i32 side,i32 * hex)	cpp		0x004977b3	unread	b0fb8c1260f6a7016b0e956fb4e050b1190ed6bc07e98e3729a1d4cbe65a27b0	STALE: B20: all eleven bodies and score tables; full selection/duration/influence/create/cure/resurrect/damage evaluation; H28/H46-H50/H52/R22
src/SOURCE/SPELLAI.cpp	959	973	combatManager::FirstResurrectable	(i32 startHex,i32 * hex,SpellType spell)	cpp		0x0049781f	unread	e37e79db1a88e3611fabea832503e3b35343b09c09b66da097cb1f06f8b1ffd8	STALE: B20: all eleven bodies and score tables; full selection/duration/influence/create/cure/resurrect/damage evaluation; H28/H46-H50/H52/R22
src/SOURCE/SPELLAI.cpp	976	1090	combatManager::EffectSpellCure	(i32 * effect,i32 targetSide,i32 targetIndex,i32 cure)	cpp		0x00497879	unread	572a7689786282ac2a9aaec000c002886100d322bc512fce464172a6fcac294d	STALE: B20: all eleven bodies and score tables; full selection/duration/influence/create/cure/resurrect/damage evaluation; H28/H46-H50/H52/R22
src/SOURCE/SPELLAI.cpp	1093	1113	combatManager::EffectSpellResurrect	(i32 * effect,i32 hex,SpellType spell)	cpp		0x00497be4	unread	4d0876cc8028960545bd98f02b52d0fb9736b2bb9422d798bf2bab4e064159d5	STALE: B20: all eleven bodies and score tables; full selection/duration/influence/create/cure/resurrect/damage evaluation; H28/H46-H50/H52/R22
src/SOURCE/SPELLAI.cpp	1116	1463	combatManager::EffectSpellDamage	(i32 * effect,SpellType spell,i32 targetHex)	cpp		0x00497d23	unread	c5f55832a7641623e6956bc4608ce3f679bdfec87681c9d0ea8a58eafb408157	STALE: B20: all eleven bodies and score tables; full selection/duration/influence/create/cure/resurrect/damage evaluation; H28/H46-H50/H52/R22
src/SOURCE/SPELLS.cpp	166	176	combatManager::HasValidSpellTarget	(SpellType spell)	cpp		0x00498790	unread	57512def89868ec3aa963926a14ff46e929c20b861085f77481cf372a108688d	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	179	319	combatManager::ViewSpells	(i32)	cpp		0x004987f7	unread	688d222630e69d930bda4f65cf759c9e9d4b3a8c90a5d5263804b02defcb7f74	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	322	351	CombatSpecialHandler	(tag_message & message)	cpp		0x00498bc1	unread	cdffc570f9efffe42fa222eac9ef57be1955fda6bca5d8f8129f94752ab024ca	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	354	425	HandleCastSpell	(tag_message & message)	cpp		0x00498cbc	unread	71a7c1f82d592168040e0ae3f0367007681c0ea3d43fed0da75a79ce9f76c721	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	428	462	combatManager::FindResurrectArmyIndex	(CombatSide side,SpellType spell,i32 hex)	cpp		0x00498f2b	unread	0290c9bd557b092f12c2dc625da9f93e062060219886e925df7de8283205f74b	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	465	575	combatManager::ValidSpellTarget	(SpellType spell,i32 hex)	cpp		0x0049912f	unread	148ce099e245402e313a7058dda024996a9cdefd48127d584a4181bf1e3f3f04	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	578	626	combatManager::SpellMessage	(SpellType spell,i32 hex)	cpp		0x004994a8	unread	ad3888c8d37c11177afebd703a56a7482a16f0b7e19ed062dfdd1a7c4986f82d	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	629	1199	combatManager::CastSpell	(SpellType spell,i32 targetHex,i32 castByCreature,i32 teleportDestination)	cpp		0x00499653	unread	4cd8435208069d5952eeda81fe74b4ee9fb37b9e2fccefc230220c9dda2a35ff	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	1202	1208	combatManager::DefaultSpell	(i32 targetHex)	cpp		0x0049b22d	unread	179bd883f4860de34f475eacc5e06e281b355f6f66c7a2b4e25ba7fe33532675	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	1211	1372	combatManager::Fireball	(i32 targetHex,SpellType spell)	cpp		0x0049b2bd	unread	49da5634c220bbe2bdd6063eb210168ff71822b240f478d747d1473aeea02c4e	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	1375	1446	combatManager::MeteorShower	(i32 targetHex)	cpp		0x0049b805	unread	6967e9a3ea7c8c1716bcb6f73786debe15aa335441b00eff280479c0dbea1f6d	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	1449	1518	combatManager::ElementalStorm	(void)	cpp		0x0049bb35	unread	891a83eef4513bce5fceb05fa88990395ef7bf7e41a50ad8893ed0a378c197ff	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	1521	1726	combatManager::Armageddon	(void)	cpp		0x0049bdf2	unread	738535e81c736b36555bc3bf8a307607865c8e7a3600c99da7cabb34db51b65a	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	1729	1751	combatManager::TurnToStone	(army * target)	cpp		0x0049c856	unread	5f7c9c3bd8af9e40a9674f14ffeb99e69b0ad550c0ae8fcb5c4d30ca5a5d0353	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	1754	1793	combatManager::BloodLustEffect	(army * target,MonsterFlags effect)	cpp		0x0049c97d	unread	0de34723847d540b66d027e864aa4598f4f4a01e8add7d4b71be0480e76992cb	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	1796	1808	combatManager::Ripple	(i32 strength)	cpp		0x0049cb50	unread	c5e838958f55c3d3a2adab8e4b64faf1e07147cf3604b917e6adbf8ed089d123	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	1811	1826	combatManager::Blur	(i32 redAdjust,i32 greenAdjust,i32 blueAdjust)	cpp		0x0049cbc8	unread	5e687c3071178d4153d706e6135be877035184f232455a10c9038753599de0f1	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	1829	1891	combatManager::ResetBoltAngle	(SBolt * bolt)	cpp		0x0049cc2f	unread	94acdae59ea823374ad555ff54dc3462222eaa391909d709f4fc8708e2201874	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	1894	2025	combatManager::DrawBolt	(SBolt * bolt,i32 stepCount)	cpp		0x0049ce89	unread	ba5c1aa2263155389a0a62fdf4daf9cceb998191047a1fe91e0e5112c0fe7c76	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	2028	2095	combatManager::AddBolt	(SBolt * bolt,i32 startX,i32 startY,i32 endX,i32 endY,i32 branchDistance,i32 startWidth,i32 endWidth,BoltColorMode colorMode,i32 minAngle,i32 maxAngle,i32 angleDistance,i32 forceAngle)	cpp		0x0049d2fe	unread	500717aa7d397a04319407f77851a79bbab9f3dda539fcd74a7af6b563c9b761	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	2098	2354	combatManager::DoBolt	(i32 managePointer,i32 startX,i32 startY,i32 endX,i32 endY,i32 branchDistance,i32 branchLength,i32 startWidth,i32 endWidth,BoltColorMode colorMode,i32 minAngle,i32 maxAngle,i32 angleDistance,i32 unusedParameter,i32 forceAngle,i32 frameDelay,i32 brightenPalette)	cpp		0x0049d510	unread	cdf32a3201a102daa1640ad104786c097dcb131d62b7ff05ec58308e0d28538d	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	2357	2391	combatManager::GetNextChainLightningTarget	(army * source,i32 requireWorks)	cpp		0x0049de32	unread	31d43fce0d3dbf6cc29cf5724fd31a83887c815e15598e0e0bb2c9a9c73b4674	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	2394	2488	combatManager::ChainLightning	(i32 targetHex,i32 spellPower)	cpp		0x0049df96	unread	ad1c3f71521a353e762b20e5159a67fb03014715cddf7da0db519659c674c4e6	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	2491	2546	combatManager::VaporizeCreature	(CombatSide side,i32 armyIndex)	cpp		0x0049e2b3	unread	095b901a7168ee0a1e73761ddaa58dc3012ea21e163703e5b24491ecfdb1317c	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	2549	2680	combatManager::RippleCreature	(CombatSide side,i32 armyIndex,CombatRippleMode mode)	cpp		0x0049e51a	unread	bc555bf4fc257a502472bb1c8c61511e21546a5649a8157ee1be72c11dd82d42	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	2683	2810	combatManager::ShowMassSpell	(i8 (* const affected)[COMBAT_ARMY_SLOT_COUNT],CombatEffectType effect,i32 animateCreatures)	cpp		0x0049ea07	unread	724bb3e575fe7dfcdb5843de182af792af9b0cfaea81841d2d8eb66a191daf99	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	2813	2982	combatManager::CastMassSpell	(SpellType spell,i32 spellPower)	cpp		0x0049f02b	unread	80542599addc6874d77b10aea0af9f306bd39634258e503ce62aec7bb475e68e	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	2985	3112	combatManager::MirrorImage	(i32 targetHex)	cpp		0x0049f7c0	unread	9373131b7a9d8f04ec3c175eae54dc922f5d2c19ca6ba146255897b0222317b9	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	3115	3159	combatManager::SummonElemental	(CreatureType monsterType,i32 spellPower)	cpp		0x0049fe0a	unread	cbff79d85b0293f9ceda2ded92a75bb41c0fe03abe1a39580054a34ed1bfc576	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	3162	3219	combatManager::DoLuck	(CombatSide side,i32 armyIndex)	cpp		0x0049ffec	unread	f094e2c9b925b77722e148f09438ab144a328f096418e75b77e2e73aae3ed73c	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	3222	3295	combatManager::DoBlast	(i32 targetHex,SpellType spell)	cpp		0x004a0178	unread	4eca34e72172b74e32e072b5ef7d543ae5a8248f05184eec75a40009cc009703	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	3298	3439	combatManager::Resurrect	(SpellType spell,i32 targetHex,i32 spellPower)	cpp		0x004a0433	unread	ec4237e4a13cb12850e2c915692dffd96b883e393b24feb3e2c9eda1a16566cd	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	3442	3454	combatManager::SpaceForElementalExists	(void)	cpp		0x004a09c5	unread	9765ffcddc385bc5d19111e9b8c8822f797003cd30cd62b785a089ee3677e6b2	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	3457	3471	combatManager::ShowSpellCastFailure	(army * target,i32)	cpp		0x004a0a4b	unread	5c604d0c72868d7a620084406a06ee8afaadfb5c7f56343c2a5c49e980ebbb41	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	3474	3514	combatManager::ModifyDamageForArtifacts	(i32l * damage,SpellType spell,hero * attacker,hero * defender)	cpp		0x004a0aec	unread	896f84ab6b225e2266e706c9b5b6ee1347ef557989ff4babc3b93e49ac758b1c	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	3517	3705	combatManager::Earthquake	(void)	cpp		0x004a0cb9	unread	f306e0f8b37c92a3a74ceb52afbf9bc67022b08f06b2f9ebc72a60070b661f5c	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/SPELLS.cpp	3708	3763	combatManager::ShowSpellMessage	(i32 castByCreature,SpellType spell,army * target)	cpp		0x004a162e	unread	04cc78e4bab40cd00c89c8d7e0831b4a1ca4fa5c88d0e60d1521e8ed120af008	STALE: B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/STRIP.cpp	25	96	strip::strip	(i32 x,i32 y,i32 stripType,u32l portraitIconId,i32 portraitFrame,class armyGroup * army,i32 firstBorderId,i32 drawWindow,i32 flagFrame)	cpp		0x004a18a0	read	2dc9501914506cfd125bcdb6782262516d323d2c700ea568f67e3fb9f2562ea2	B31: all eight strip/bank bodies; complete ownership/cache invalidation/replacement/slot draw/frame/bank update paths; H21/H31/R30
src/SOURCE/STRIP.cpp	99	116	strip::~strip	()	cpp		0x004a1b50	read	094bebab22bf5e33f8dd34604e69a716c9f7c8a61ef969ed1baa62ea1c473855	B31: all eight strip/bank bodies; complete ownership/cache invalidation/replacement/slot draw/frame/bank update paths; H21/H31/R30
src/SOURCE/STRIP.cpp	119	122	strip::Draw	(void)	cpp		0x004a1c7b	read	29ebd350b4f773303fa4968c5329709b3cbacb2bfc11f464ba66e093e2474c7d	B31: all eight strip/bank bodies; complete ownership/cache invalidation/replacement/slot draw/frame/bank update paths; H21/H31/R30
src/SOURCE/STRIP.cpp	125	211	strip::DrawIcons	(i32 drawWindow)	cpp		0x004a1cb0	read	d19c173ae4cf69a62cb02ba4d73ebd0dab441031d52703610086bc55f1f994d2	B31: all eight strip/bank bodies; complete ownership/cache invalidation/replacement/slot draw/frame/bank update paths; H21/H31/R30
src/SOURCE/STRIP.cpp	214	216	strip::DrawFrame	(void)	cpp		0x004a202d	read	69a665832f5ab72898cc3bf4185354e2531eb0fdf1085d6f2a2fe7d730719bfe	B31: all eight strip/bank bodies; complete ownership/cache invalidation/replacement/slot draw/frame/bank update paths; H21/H31/R30
src/SOURCE/STRIP.cpp	219	228	bankBox::bankBox	(i32 x,i32 y,class playerData * player)	cpp		0x004a2055	read	18b5092f9340160f7bbdfb291418c81ba325e9b4955777186de6f4de3dbe7371	B31: all eight strip/bank bodies; complete ownership/cache invalidation/replacement/slot draw/frame/bank update paths; H21/H31/R30
src/SOURCE/STRIP.cpp	231	234	bankBox::~bankBox	()	cpp		0x004a212b	read	b88d06f791532edf2a85c67b9b41339c9fb50b318cda9aaa89ab28e6b39c3c24	B31: all eight strip/bank bodies; complete ownership/cache invalidation/replacement/slot draw/frame/bank update paths; H21/H31/R30
src/SOURCE/STRIP.cpp	237	255	bankBox::Update	(i32 drawWindow)	cpp		0x004a215f	read	7b2440316aec972194074c6059bfe15e59f9f4ca951c54127bbfa87a1b5faf49	B31: all eight strip/bank bodies; complete ownership/cache invalidation/replacement/slot draw/frame/bank update paths; H21/H31/R30
src/SOURCE/SWAPMGR.cpp	88	98	swapManager::swapManager	(void)	cpp		0x004a2260	unread	ebd68449bef6f2137ef8b969c32234c86e94a67c04b2c52506a7f7b0dba204bc	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/SWAPMGR.cpp	101	104	swapManager::swapManager	(hero * leftHero,hero * rightHero)	cpp		0x004a22d9	unread	8f2f597fbf93e36b0f2878404bd4403203a06d028a222922e205bfbb77d1df98	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/SWAPMGR.cpp	107	111	swapManager::Reset	(void)	cpp		0x004a230c	unread	737dae974f13a47ef768c2288424c2da640bdd3158c6a057854a0c6cca552880	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/SWAPMGR.cpp	114	118	swapManager::DrawSwapWin	(void)	cpp		0x004a2349	unread	8c9dc21124b3f73f401c072f2b1bf3057e88168203073077968f3f5c306ad815	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/SWAPMGR.cpp	121	200	swapManager::Open	(i32 id)	cpp		0x004a236e	unread	f59aea9c77a0b89687fd59643be7140056847751f0dc02e61daf810c7e591b17	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/SWAPMGR.cpp	203	212	swapManager::Close	(void)	cpp		0x004a2750	unread	5b87efc8edd6a8aac691c7922c651c008b5da4dc3cb323064f6024892834098b	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/SWAPMGR.cpp	215	281	swapManager::DrawSelector	(void)	cpp		0x004a286f	unread	1e0c0fe850396f435d007df75213db8b8565db5e0ab5f46cf61a219b4a9db305	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/SWAPMGR.cpp	284	705	swapManager::Main	(tag_message & message)	cpp		0x004a29f4	unread	8f6999174b20a63476f57c9f4e78af589090342c55582517f909e377331a3b51	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/SWAPMGR.cpp	708	723	swapManager::ViewMon	(void)	cpp		0x004a33b6	unread	052a1eb07d807640ca3799994485d25b976418b4a34cf0629ae53060e83a75a8	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/SWAPMGR.cpp	726	769	swapManager::SwapArtifacts	(void)	cpp		0x004a344e	unread	5fb349e7cedf878d81fa4eddde5ff6737ddd7bbe8d15ad54dc86e4c8f737156c	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/SWAPMGR.cpp	772	795	swapManager::SwapMons	(void)	cpp		0x004a3699	unread	014ba04be43e25ebf183f3577002655bc45c65f0b80cda4f69bdba600065ce60	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/SWAPMGR.cpp	798	909	swapManager::Update	(void)	cpp		0x004a37e7	unread	6d500978557bb6cdeebcbe95769465897c007a27dd17769b98ca524a83075d90	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/SWAPMGR.cpp	912	984	swapManager::SplitMons	(void)	cpp		0x004a3c30	unread	82f115740409df433b0141ba39a4c066b37107e3cfce5974f1c50faefa885238	STALE: B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/TOWN.cpp	15	25	town::town	(void)	cpp		0x004a3ff0	unread	0a0f3bd6eee170f246222325d35eca639f038156de32e107dd07d314f5ba8fc3	STALE: B12: 9 bodies; spell/building/garrison/view/conversion/player-list lifetime; H20/R14
src/SOURCE/TOWN.cpp	28	34	town::HasGarrison	(void)	cpp		0x004a404a	unread	ec2ad79356ffa0d38058c3b70cf7a2b017ce424c9339f9788903b823a970df30	STALE: B12: 9 bodies; spell/building/garrison/view/conversion/player-list lifetime; H20/R14
src/SOURCE/TOWN.cpp	37	62	town::GiveSpells	(hero * targetHero)	cpp		0x004a4089	unread	aa6947a18d18adada89e302403333ea18ccf293f69ff9010f427678dcfe9b1cb	STALE: B12: 9 bodies; spell/building/garrison/view/conversion/player-list lifetime; H20/R14
src/SOURCE/TOWN.cpp	65	93	town::XformToCastle	(void)	cpp		0x004a4167	unread	6c2259ea78b827f0be8bfa05513b0b800b89e3d4ee5f2161d207e7b39b2d830d	STALE: B12: 9 bodies; spell/building/garrison/view/conversion/player-list lifetime; H20/R14
src/SOURCE/TOWN.cpp	96	112	town::View	(i32 noFade)	cpp		0x004a420c	unread	aa781849c8616301de16b9fda856cf607435a0b62aa70de89dbe0e81dfff1820	STALE: B12: 9 bodies; spell/building/garrison/view/conversion/player-list lifetime; H20/R14
src/SOURCE/TOWN.cpp	115	138	town::Deallocate	(void)	cpp		0x004a42d0	unread	3122b167ec9aa3eacc5ec7d61dfc76ff1d70c05f2e327c84e49be86ed66466fb	STALE: B12: 9 bodies; spell/building/garrison/view/conversion/player-list lifetime; H20/R14
